qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank
WP_003511564.1	MF	0003866	3-phosphoshikimate 1-carboxyvinyltransferase activity	11.1930221501	0.790480746542	1
WP_003511564.1	BP	0009423	chorismate biosynthetic process	7.60078658879	0.705009489874	1
WP_003511564.1	CC	0005737	cytoplasm	1.92744572483	0.506284759629	1
WP_003511564.1	BP	0009073	aromatic amino acid family biosynthetic process	6.49134793689	0.674642357952	3
WP_003511564.1	MF	0004190	aspartic-type endopeptidase activity	0.0169934400938	0.323628110768	5
WP_003511564.1	MF	0008760	UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity	0.00697335714326	0.31682516258	11
WP_003511564.1	BP	0006508	proteolysis	0.0096741024365	0.318981438605	31
WP_003511564.1	BP	0019277	UDP-N-acetylgalactosamine biosynthetic process	0.00686751207822	0.316732789861	32
WP_003511564.1	BP	0009252	peptidoglycan biosynthetic process	0.00446389158133	0.314401154816	40
WP_003511564.1	BP	0008360	regulation of cell shape	0.00441368539192	0.314346445235	44
WP_003511564.1	BP	0071555	cell wall organization	0.00427967108974	0.314198867131	50
WP_003511564.1	BP	0007049	cell cycle	0.00389795274569	0.313765356786	58
WP_003511564.1	BP	0051301	cell division	0.00387600536966	0.313739799569	59
WP_003511571.1	BP	0030261	chromosome condensation	9.62336398321	0.755132867132	1
WP_003511571.1	MF	0003677	DNA binding	3.1082865662	0.560692441308	1
WP_003511577.1	MF	0016836	hydro-lyase activity	6.64167864924	0.678901518742	1
WP_003511587.1	MF	0004019	adenylosuccinate synthase activity	11.2211205296	0.791090103693	1
WP_003511587.1	BP	0044208	'de novo' AMP biosynthetic process	9.48113652329	0.75179191512	1
WP_003511587.1	CC	0005737	cytoplasm	1.903562849	0.505031953737	1
WP_003511587.1	MF	0005525	GTP binding	5.99867843308	0.660326738803	3
WP_003511587.1	CC	0043227	membrane-bounded organelle	0.209274924091	0.371124028752	5
WP_003511587.1	CC	0043229	intracellular organelle	0.14805835397	0.360570566483	7
WP_003511587.1	MF	0000287	magnesium ion binding	5.08890629083	0.632250934796	10
WP_003511587.1	CC	0031975	envelope	0.00977848713372	0.319058281073	20
WP_003511587.1	CC	0033202	DNA helicase complex	0.00559882668786	0.315564634693	24
WP_003511587.1	MF	0061483	sulfinylpropanyl adenylate synthase	0.148056691689	0.360570252847	28
WP_003511587.1	MF	0019002	GMP binding	0.13997033914	0.359023109805	29
WP_003511587.1	MF	0016208	AMP binding	0.0843269783488	0.346864784567	30
WP_003511587.1	MF	0003688	DNA replication origin binding	0.0522918658886	0.337903486266	31
WP_003511587.1	CC	0043233	organelle lumen	0.00336729474959	0.313125723108	32
WP_003511587.1	CC	0016021	integral component of membrane	0.00179530633589	0.310852277244	36
WP_003511587.1	MF	0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	0.0149790367529	0.322470864667	37
WP_003511587.1	CC	0043228	non-membrane-bounded organelle	0.00164309009052	0.310585688923	39
WP_003511587.1	BP	0046040	IMP metabolic process	0.205237027672	0.370480091699	55
WP_003511587.1	BP	0071276	cellular response to cadmium ion	0.111818289014	0.35325377905	56
WP_003511587.1	BP	0046086	adenosine biosynthetic process	0.102998191677	0.351299517112	57
WP_003511587.1	BP	0006106	fumarate metabolic process	0.0780260857511	0.345258933503	62
WP_003511591.1	MF	0016740	transferase activity	1.9432396695	0.507108991109	1
WP_003511591.1	CC	0016021	integral component of membrane	0.5673041186	0.414064049964	1
WP_003511591.1	CC	0005886	plasma membrane	0.0188741653131	0.324648052092	5
WP_003511596.1	MF	0004169	dolichyl-phosphate-mannose-protein mannosyltransferase activity	10.2585667092	0.769761041449	1
WP_003511596.1	BP	0035269	protein O-linked mannosylation	9.96172876307	0.762983237726	1
WP_003511596.1	CC	0005886	plasma membrane	2.29519548426	0.524676585578	1
WP_003511596.1	CC	0016021	integral component of membrane	0.787903485673	0.433585222988	3
WP_003511598.1	MF	0016798	hydrolase activity, acting on glycosyl bonds	5.92674960524	0.658188187917	1
WP_003511598.1	CC	0016021	integral component of membrane	0.783702779927	0.433241188175	1
WP_003511600.1	MF	0016757	transferase activity, transferring glycosyl groups	5.07410117118	0.631774116915	1
WP_003511600.1	CC	0016021	integral component of membrane	0.787811720693	0.433577717313	1
WP_003511602.1	MF	0016740	transferase activity	2.1858233913	0.519371381399	1
WP_003511602.1	CC	0016021	integral component of membrane	0.0952340071492	0.349508731092	1
WP_003511602.1	BP	0097502	mannosylation	0.0842125031406	0.346836155166	1
WP_003511602.1	BP	0000271	polysaccharide biosynthetic process	0.0419173247191	0.334427842736	3
WP_003511603.1	MF	0008837	diaminopimelate epimerase activity	11.5013998539	0.797127124737	1
WP_003511603.1	BP	0046451	diaminopimelate metabolic process	8.23069800316	0.721267083708	1
WP_003511603.1	CC	0005737	cytoplasm	2.04984415536	0.512586859424	1
WP_003511603.1	BP	0009085	lysine biosynthetic process	8.16440087856	0.719585996749	3
WP_003511604.1	MF	0010285	L,L-diaminopimelate aminotransferase activity	11.7402566448	0.802214120858	1
WP_003511604.1	BP	0033362	lysine biosynthetic process via diaminopimelate, diaminopimelate-aminotransferase pathway	10.1278841066	0.766789369857	1
WP_003511604.1	MF	0030170	pyridoxal phosphate binding	6.36385122144	0.670991318291	4
WP_003511605.1	CC	0016021	integral component of membrane	0.787813950817	0.433577899725	1
WP_003511606.1	MF	0016829	lyase activity	4.72376806447	0.620281037222	1
WP_003511610.1	BP	0008616	queuosine biosynthetic process	8.57292936876	0.729839286351	1
WP_003511610.1	MF	0016879	ligase activity, forming carbon-nitrogen bonds	5.9423162141	0.658652101893	1
WP_003511610.1	MF	0008270	zinc ion binding	4.90442294028	0.626258929322	2
WP_003511610.1	MF	0005524	ATP binding	2.92240582311	0.552920061367	5
WP_003511612.1	MF	0070497	6-carboxy-5,6,7,8-tetrahydropterin synthase activity	9.64617739249	0.755666455308	1
WP_003511612.1	BP	0008616	queuosine biosynthetic process	6.64865144117	0.679097895668	1
WP_003511612.1	MF	0046872	metal ion binding	2.56920703267	0.537437394155	5
WP_003511613.1	MF	1904047	S-adenosyl-L-methionine binding	10.1315138856	0.766872167608	1
WP_003511613.1	BP	0008616	queuosine biosynthetic process	8.04544381522	0.716552417468	1
WP_003511613.1	MF	0016840	carbon-nitrogen lyase activity	7.90174537356	0.712857829498	2
WP_003511613.1	MF	0051539	4 iron, 4 sulfur cluster binding	5.95482002763	0.659024298962	4
WP_003511613.1	MF	0000287	magnesium ion binding	5.28485980478	0.638497709187	7
WP_003511616.1	MF	0016798	hydrolase activity, acting on glycosyl bonds	3.7032952093	0.584122119793	1
WP_003511616.1	BP	0071897	DNA biosynthetic process	2.45248914109	0.532089372358	1
WP_003511616.1	MF	0003887	DNA-directed DNA polymerase activity	2.98083000354	0.555388967044	2
WP_003511632.1	MF	0016798	hydrolase activity, acting on glycosyl bonds	5.43169057267	0.64310293972	1
WP_003511632.1	BP	0008152	metabolic process	0.467758422844	0.404006442586	1
WP_003511635.1	MF	0016779	nucleotidyltransferase activity	5.26423611167	0.637845764661	1
WP_003511635.1	BP	0009058	biosynthetic process	1.86953891768	0.503233533145	1
WP_003511635.1	BP	0005975	carbohydrate metabolic process	0.112126108409	0.353320563845	3
WP_003511635.1	MF	0016868	intramolecular transferase activity, phosphotransferases	0.238424945878	0.375599384137	7
WP_003511639.1	MF	0016740	transferase activity	2.01879289356	0.511006304622	1
WP_003511642.1	MF	0016740	transferase activity	2.26106407007	0.523034844292	1
WP_003511642.1	CC	0016020	membrane	0.0207094733915	0.325595421888	1
WP_003511642.1	MF	0004571	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	0.403839573248	0.396972237842	3
WP_003511642.1	MF	0005509	calcium ion binding	0.235396449824	0.375147659773	7
WP_003511648.1	MF	0046873	metal ion transmembrane transporter activity	5.33829106361	0.640180854932	1
WP_003511648.1	BP	0030001	metal ion transport	4.46000161426	0.611343754923	1
WP_003511648.1	CC	0016021	integral component of membrane	0.588717497445	0.416108951828	1
WP_003511648.1	BP	0055085	transmembrane transport	2.16973692004	0.518579990356	4
WP_003511651.1	MF	0046872	metal ion binding	2.67850093851	0.542336155555	1
WP_003511651.1	BP	0015671	oxygen transport	0.428010534281	0.399693490381	1
WP_003511651.1	MF	0005344	oxygen carrier activity	0.444923861242	0.401552194418	5
WP_003511653.1	MF	0010181	FMN binding	7.59653217594	0.70489744093	1
WP_003511653.1	BP	0055114	oxidation-reduction process	1.11536353035	0.458046841914	1
WP_003511653.1	MF	0005506	iron ion binding	5.0151389802	0.629868226808	2
WP_003511658.1	MF	0102391	decanoate-CoA ligase activity	12.4214391194	0.816443781411	1
WP_003511658.1	BP	0001676	long-chain fatty acid metabolic process	11.4228346693	0.795442376657	1
WP_003511658.1	MF	0003996	acyl-CoA ligase activity	12.4136368804	0.816283036169	2
WP_003511658.1	MF	0004467	long-chain fatty acid-CoA ligase activity	11.9616961243	0.806884147357	4
WP_003511662.1	MF	0016491	oxidoreductase activity	2.81018917425	0.548107745909	1
WP_003511662.1	BP	0055114	oxidation-reduction process	2.48223261339	0.53346409132	1
WP_003511665.1	CC	0016021	integral component of membrane	0.755361213044	0.430895525551	1
WP_003511665.1	MF	0016851	magnesium chelatase activity	0.576497941104	0.41494667411	1
WP_003511666.1	BP	0000272	polysaccharide catabolic process	8.70754230833	0.733164074093	1
WP_003511666.1	MF	0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	6.25695270319	0.66790185038	1
WP_003511666.1	MF	0030248	cellulose binding	0.841083304844	0.437863782461	6
WP_003511666.1	BP	0045491	xylan metabolic process	2.1082362081	0.515527010378	10
WP_003511666.1	BP	0016998	cell wall macromolecule catabolic process	1.84770884723	0.502071019997	13
WP_003511667.1	MF	0004601	peroxidase activity	8.20010474364	0.720492179237	1
WP_003511667.1	BP	0098869	cellular oxidant detoxification	7.06335309291	0.690597597546	1
WP_003511667.1	MF	0004064	arylesterase activity	1.4874719402	0.481788764223	5
WP_003511668.1	CC	0016021	integral component of membrane	0.787071713526	0.433517174395	1
WP_003511670.1	MF	0004252	serine-type endopeptidase activity	7.04745928127	0.690163183619	1
WP_003511670.1	BP	0006508	proteolysis	4.37708902558	0.608480089884	1
WP_003511670.1	CC	0005618	cell wall	0.417205982877	0.398486835032	1
WP_003511670.1	BP	0000272	polysaccharide catabolic process	3.44799481038	0.574318642729	2
WP_003511670.1	CC	0016020	membrane	0.0828083734369	0.346483396816	4
WP_003511670.1	MF	0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	2.2396817857	0.522000024563	10
WP_003511670.1	MF	0005509	calcium ion binding	0.871097348539	0.440218929464	12
WP_003511670.1	BP	0007229	integrin-mediated signaling pathway	0.307266858367	0.385186765779	16
WP_003511670.1	MF	0030246	carbohydrate binding	0.29000942516	0.382893863641	16
WP_003511673.1	MF	0003677	DNA binding	3.10597258356	0.56059713601	1
WP_003511673.1	BP	0006355	regulation of transcription, DNA-templated	0.353232565163	0.390997255464	1
WP_003511673.1	MF	0001067	regulatory region nucleic acid binding	0.9640166204	0.447263673383	6
WP_003511673.1	MF	0003700	DNA-binding transcription factor activity	0.459856432133	0.403164062241	11
WP_003511674.1	MF	0010181	FMN binding	7.64655468932	0.706212911844	1
WP_003511674.1	BP	0022900	electron transport chain	4.4494491597	0.610980777412	1
WP_003511674.1	CC	0016021	integral component of membrane	0.254141483364	0.377898873348	1
WP_003511674.1	MF	0009055	electron transfer activity	4.86623859726	0.625004703362	2
WP_003511675.1	BP	0045892	negative regulation of transcription, DNA-templated	7.31892092409	0.697516881765	1
WP_003511675.1	MF	0003677	DNA binding	2.83144231815	0.549026444846	1
WP_003511676.1	CC	0016021	integral component of membrane	0.787608032113	0.433561055581	1
WP_003511677.1	MF	0042626	ATPase-coupled transmembrane transporter activity	5.91218893516	0.657753701025	1
WP_003511677.1	BP	0055085	transmembrane transport	2.59328594493	0.538525471898	1
WP_003511677.1	CC	0016021	integral component of membrane	0.714024645411	0.427393969535	1
WP_003511677.1	MF	0016887	ATPase activity	4.09726975171	0.598609683519	4
WP_003511677.1	MF	0005524	ATP binding	2.68354346999	0.542559736651	11
WP_003511680.1	MF	0048472	threonine-phosphate decarboxylase activity	12.1367203969	0.810544799911	1
WP_003511680.1	BP	0015889	cobalamin transport	10.6471096039	0.778486278467	1
WP_003511680.1	CC	0005886	plasma membrane	2.90200475242	0.552052142249	1
WP_003511680.1	MF	0015420	ATPase-coupled vitamin B12 transmembrane transporter activity	11.029030514	0.786908970768	2
WP_003511680.1	BP	0009236	cobalamin biosynthetic process	8.01550431983	0.715785390394	3
WP_003511680.1	CC	0016021	integral component of membrane	0.78789763742	0.433584744658	3
WP_003511680.1	MF	0016874	ligase activity	0.305646495173	0.384974262897	13
WP_003511681.1	MF	0043752	adenosylcobinamide kinase activity	10.6827243414	0.779278027936	1
WP_003511681.1	BP	0009236	cobalamin biosynthetic process	6.89705076908	0.686027677	1
WP_003511681.1	MF	0005525	GTP binding	4.93543784208	0.627274074349	2
WP_003511681.1	MF	0008820	cobinamide phosphate guanylyltransferase activity	4.74489772045	0.620986054761	9
WP_003511681.1	BP	0016310	phosphorylation	3.06537614467	0.558919290915	10
WP_003511681.1	MF	0005524	ATP binding	0.0502195306745	0.337238905544	30
WP_003511682.1	MF	0008818	cobalamin 5'-phosphate synthase activity	12.293743889	0.813806564642	1
WP_003511682.1	BP	0009236	cobalamin biosynthetic process	7.93103895538	0.713613696931	1
WP_003511682.1	CC	0005886	plasma membrane	2.98535287083	0.555579082408	1
WP_003511682.1	MF	0051073	adenosylcobinamide-GDP ribazoletransferase activity	12.2934485859	0.813800450083	2
WP_003511682.1	CC	0016021	integral component of membrane	0.779594970684	0.432903868704	3
WP_003511682.1	MF	0043752	adenosylcobinamide kinase activity	0.0680217751041	0.342569589454	7
WP_003511682.1	MF	0008939	nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity	0.0356287325334	0.33210733466	8
WP_003511682.1	MF	0000166	nucleotide binding	0.0133858152414	0.321499216594	13
WP_003511682.1	BP	0016310	phosphorylation	0.019518647122	0.324985768855	29
WP_003511683.1	MF	0043755	alpha-ribazole phosphatase activity	14.3066549231	0.846670622223	1
WP_003511683.1	BP	0009236	cobalamin biosynthetic process	7.97847943246	0.714834857107	1
WP_003511683.1	BP	0016311	dephosphorylation	6.59664422856	0.677630709565	5
WP_003511686.1	BP	0007165	signal transduction	4.22536103755	0.603168517216	1
WP_003511686.1	MF	0004888	transmembrane signaling receptor activity	2.13017112082	0.516620935604	1
WP_003511686.1	CC	0016021	integral component of membrane	0.746520934433	0.430154895168	1
WP_003511686.1	MF	0019825	oxygen binding	0.120308756366	0.355063422469	4
WP_003511686.1	MF	0000155	phosphorelay sensor kinase activity	0.0610717561248	0.340582840986	5
WP_003511686.1	BP	0006935	chemotaxis	2.25494305161	0.522739112443	9
WP_003511686.1	MF	0020037	heme binding	0.0597381812572	0.340188906224	9
WP_003511686.1	BP	0018106	peptidyl-histidine phosphorylation	0.0674475259909	0.34240940053	15
WP_003511686.1	BP	0071555	cell wall organization	0.065326679229	0.341811790461	17
WP_003511686.1	MF	0046872	metal ion binding	0.00881620518876	0.318333503095	21
WP_003511688.1	MF	0047868	dimethylmaleate hydratase activity	7.42013164068	0.700223617734	1
WP_003511688.1	BP	0008652	cellular amino acid biosynthetic process	0.661040495391	0.422753984287	1
WP_003511688.1	MF	0004409	homoaconitate hydratase activity	7.06799950728	0.690724502243	2
WP_003511688.1	MF	0003861	3-isopropylmalate dehydratase activity	1.36316052489	0.474227484122	6
WP_003511688.1	MF	0051539	4 iron, 4 sulfur cluster binding	0.835865446271	0.437450083384	7
WP_003511692.1	BP	0006364	rRNA processing	5.83894757336	0.655560036549	1
WP_003511692.1	MF	0008757	S-adenosylmethionine-dependent methyltransferase activity	5.78652235403	0.653981379766	1
WP_003511692.1	CC	0005737	cytoplasm	2.05327158242	0.512760584694	1
WP_003511692.1	MF	0003723	RNA binding	3.53302587365	0.577622930175	4
WP_003511692.1	BP	0032259	methylation	5.06791796977	0.631574773076	5
WP_003511696.1	MF	0009982	pseudouridine synthase activity	8.49558769933	0.727917219981	1
WP_003511696.1	BP	0001522	pseudouridine synthesis	8.17521747236	0.719860736316	1
WP_003511696.1	MF	0003723	RNA binding	3.53307622329	0.577624874899	4
WP_003511696.1	MF	0016829	lyase activity	0.064358939044	0.341535880419	10
WP_003511696.1	MF	0016787	hydrolase activity	0.0438397759361	0.335101903718	11
WP_003511705.1	MF	0043565	sequence-specific DNA binding	5.57755722605	0.647616698484	1
WP_003511705.1	BP	0000160	phosphorelay signal transduction system	5.14043866202	0.633905215525	1
WP_003511705.1	CC	0005737	cytoplasm	0.163661249227	0.363440758115	1
WP_003511705.1	MF	0003700	DNA-binding transcription factor activity	4.55538540399	0.614605425392	2
WP_003511705.1	BP	0006355	regulation of transcription, DNA-templated	3.49915834403	0.576311662735	7
WP_003511705.1	MF	0003824	catalytic activity	0.0106372420582	0.319675493308	9
WP_003511707.1	MF	0003755	peptidyl-prolyl cis-trans isomerase activity	7.41248304025	0.700019714202	1
WP_003511707.1	BP	0000413	protein peptidyl-prolyl isomerization	7.20924543929	0.69456255266	1
WP_003511707.1	CC	0016021	integral component of membrane	0.347804480165	0.390331628313	1
WP_003511713.1	MF	0003951	NAD+ kinase activity	8.75169258272	0.734248931775	1
WP_003511713.1	BP	0016310	phosphorylation	3.17216119205	0.563309360423	1
WP_003511713.1	CC	0005737	cytoplasm	0.107756370148	0.352363737391	1
WP_003511713.1	CC	0016021	integral component of membrane	0.0010958139874	0.309506567396	4
WP_003511713.1	MF	0001727	lipid kinase activity	0.754688776238	0.430839342225	6
WP_003511713.1	MF	0004143	diacylglycerol kinase activity	0.683137313477	0.424710879947	7
WP_003511713.1	BP	0030258	lipid modification	0.440435143603	0.401062398009	7
WP_003511713.1	BP	0008654	phospholipid biosynthetic process	0.345326575734	0.390026045316	9
WP_003511713.1	MF	0000287	magnesium ion binding	0.288071428905	0.382632159334	9
WP_003511713.1	MF	0005524	ATP binding	0.152069229997	0.361322271756	10
WP_003511713.1	BP	0007205	protein kinase C-activating G protein-coupled receptor signaling pathway	0.0152421072041	0.322626236523	21
WP_003511715.1	MF	0004318	enoyl-[acyl-carrier-protein] reductase (NADH) activity	11.2374145278	0.791443114987	1
WP_003511715.1	BP	0006633	fatty acid biosynthetic process	7.21457994292	0.694706765992	1
WP_003511715.1	MF	0016631	enoyl-[acyl-carrier-protein] reductase activity	11.0120113797	0.786536773606	2
WP_003511715.1	MF	0004319	enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity	0.172118613646	0.364939385922	11
WP_003511715.1	BP	0055114	oxidation-reduction process	2.41876114917	0.530520366793	15
WP_003511717.1	MF	0016887	ATPase activity	4.50648531292	0.612937587117	1
WP_003511717.1	MF	0005524	ATP binding	2.95156286185	0.554155242236	6
WP_003511724.1	BP	0055085	transmembrane transport	2.86162555034	0.5503252551	1
WP_003511724.1	CC	0016021	integral component of membrane	0.787908164498	0.433585605668	1
WP_003511730.1	BP	0006265	DNA topological change	7.54022020125	0.703411379461	1
WP_003511730.1	MF	0003690	double-stranded DNA binding	7.38850194742	0.69937972091	1
WP_003511731.1	BP	0009247	glycolipid biosynthetic process	8.23614554555	0.721404914757	1
WP_003511731.1	MF	0016758	transferase activity, transferring hexosyl groups	7.34610216465	0.698245633671	1
WP_003511731.1	MF	0008194	UDP-glycosyltransferase activity	0.756286091142	0.430972759972	7
WP_003511746.1	MF	0015079	potassium ion transmembrane transporter activity	8.73858043772	0.733927027238	1
WP_003511746.1	BP	0071805	potassium ion transmembrane transport	8.50879909232	0.728246162319	1
WP_003511746.1	CC	0005886	plasma membrane	3.01711006069	0.556909936549	1
WP_003511748.1	MF	0015379	potassium:chloride symporter activity	11.768061461	0.80280291156	1
WP_003511748.1	BP	0071805	potassium ion transmembrane transport	8.39300486271	0.725354320364	1
WP_003511748.1	CC	0016021	integral component of membrane	0.787905329776	0.433585373817	1
WP_003511748.1	CC	0030117	membrane coat	0.193056109533	0.368498194955	4
WP_003511748.1	BP	0016192	vesicle-mediated transport	0.142585018187	0.359528146438	16
WP_003511748.1	BP	0006886	intracellular protein transport	0.141120504769	0.359245845368	17
WP_003511748.1	MF	0046872	metal ion binding	2.64249451293	0.540733509307	21
WP_003511751.1	MF	0031419	cobalamin binding	8.72150118114	0.733507367313	1
WP_003511751.1	MF	0051536	iron-sulfur cluster binding	5.06539767235	0.631493484853	3
WP_003511751.1	MF	0046872	metal ion binding	2.49603354951	0.534099161214	6
WP_003511751.1	MF	0003824	catalytic activity	0.582309748763	0.415500991537	13
WP_003511753.1	MF	0004674	protein serine/threonine kinase activity	4.76986128426	0.621816975658	1
WP_003511753.1	BP	0016310	phosphorylation	3.55524294675	0.578479709358	1
WP_003511753.1	BP	0006464	cellular protein modification process	2.62034656525	0.539742275876	5
WP_003511780.1	MF	0004629	phospholipase C activity	11.8625613858	0.80479884643	1
WP_003511780.1	CC	0016021	integral component of membrane	0.0176359559261	0.323982623375	1
WP_003511780.1	MF	0008270	zinc ion binding	5.13013219531	0.63357502532	6
WP_003511862.1	MF	0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	5.81493584617	0.654837865765	1
WP_003511862.1	BP	0005975	carbohydrate metabolic process	4.15695397565	0.600742610019	1
WP_003511872.1	CC	0016021	integral component of membrane	0.768577932386	0.43199477323	1
WP_003511872.1	BP	0007165	signal transduction	0.103597807558	0.351434962508	1
WP_003511903.1	MF	0102100	mycothiol-arsenate ligase activity	8.97587032967	0.739715670057	1
WP_003511909.1	MF	0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	6.25858689444	0.667949277823	1
WP_003511909.1	BP	0005975	carbohydrate metabolic process	4.20818315302	0.602561198786	1
WP_003511909.1	CC	0005576	extracellular region	0.346375306138	0.390155511433	1
WP_003511909.1	MF	0046872	metal ion binding	0.149858971566	0.360909275853	6
WP_003511909.1	BP	0009057	macromolecule catabolic process	0.338768454221	0.389211945138	10
WP_003511911.1	BP	0006879	cellular iron ion homeostasis	9.93322860945	0.7623272021	1
WP_003511911.1	MF	0008199	ferric iron binding	9.89179259053	0.761371718916	1
WP_003511911.1	CC	0005737	cytoplasm	1.9876983017	0.509411315766	1
WP_003511911.1	MF	0016491	oxidoreductase activity	0.352856431131	0.390951297102	8
WP_003511911.1	BP	0006826	iron ion transport	8.22620949986	0.721153483518	13
WP_003511911.1	BP	0055114	oxidation-reduction process	0.311677145874	0.385762332396	27
WP_003511913.1	CC	0016021	integral component of membrane	0.787766864675	0.433574048274	1
WP_003511915.1	BP	0006808	regulation of nitrogen utilization	10.3211750744	0.771178024071	1
WP_003511915.1	MF	0030234	enzyme regulator activity	7.43310883533	0.700569335639	1
WP_003511915.1	BP	0050790	regulation of catalytic activity	6.72899290856	0.681353191478	2
WP_003511918.1	BP	0006808	regulation of nitrogen utilization	10.3671418315	0.772215631737	1
WP_003511918.1	MF	0030234	enzyme regulator activity	7.46621319655	0.701449885282	1
WP_003511918.1	BP	0050790	regulation of catalytic activity	6.75896139373	0.682190997803	2
WP_003511942.1	MF	0016985	mannan endo-1,4-beta-mannosidase activity	13.4989102907	0.838177333741	1
WP_003511942.1	BP	0006080	substituted mannan metabolic process	13.3964551955	0.836148963443	1
WP_003511942.1	CC	0005576	extracellular region	0.0190002702128	0.324714581107	1
WP_003511942.1	MF	0030246	carbohydrate binding	6.67811170342	0.679926459845	4
WP_003511942.1	BP	0000272	polysaccharide catabolic process	3.00882007183	0.55656320479	4
WP_003511942.1	MF	0004435	phosphatidylinositol phospholipase C activity	0.751941099179	0.430609508265	11
WP_003511942.1	BP	0006629	lipid metabolic process	0.299434985746	0.384154388059	13
WP_003511942.1	BP	0035556	intracellular signal transduction	0.294105939042	0.383444188846	14
WP_003511942.1	MF	0016162	cellulose 1,4-beta-cellobiosidase activity	0.327089304331	0.387742380065	18
WP_003511947.1	BP	0006355	regulation of transcription, DNA-templated	3.55602354774	0.578509763701	1
WP_003511947.1	MF	0003677	DNA binding	3.10496469805	0.560555613438	1
WP_003511951.1	MF	0050418	hydroxylamine reductase activity	13.5695870851	0.839572084988	1
WP_003511951.1	BP	0055114	oxidation-reduction process	2.48239919941	0.533471767526	1
WP_003511951.1	CC	0005737	cytoplasm	2.09838944353	0.515034087997	1
WP_003511951.1	MF	0051539	4 iron, 4 sulfur cluster binding	5.86849947624	0.656446796997	3
WP_003511951.1	MF	0046872	metal ion binding	2.57367818059	0.537639820616	7
WP_003511963.1	MF	0004784	superoxide dismutase activity	10.5763484145	0.776909250943	1
WP_003511963.1	BP	0019430	removal of superoxide radicals	9.71099473597	0.757179049745	1
WP_003511963.1	BP	0055114	oxidation-reduction process	2.46710763905	0.532766062882	27
WP_003511964.1	MF	0005525	GTP binding	5.46438004597	0.644119715226	1
WP_003511964.1	MF	0016787	hydrolase activity	0.0418248650481	0.334395038353	21
WP_003511980.1	MF	0003677	DNA binding	3.09705858311	0.560229665577	1
WP_003511984.1	CC	0016021	integral component of membrane	0.786591431922	0.433477865423	1
WP_003511986.1	MF	0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	10.3544005646	0.771928253939	1
WP_003511986.1	BP	0071897	DNA biosynthetic process	6.32029404598	0.669735631389	1
WP_003511986.1	BP	0006260	DNA replication	6.0239395128	0.661074743361	2
