qpid	cluster_GSZ	cluster_RM1sum	cluster_size	cluster_desccount	RM2	val_avg	jac_avg	desc	genename
WP_003511549.1	28.3638757534	0.595766916024	1	15910	0.60248606261	0.00215190582817	1.10985910989e-07	Elp3 domain-containing protein	
WP_003511555.1	300.247468588	0.821500970833	1	172	0.775800462923	0.123965041398	1.77322422161e-07	Transglutaminase-like enzyme	
WP_003511555.1	150.958574021	0.701414658846	1	496	0.698897692189	0.0915363385465	1.575706439e-07	Transglutaminase-like enzyme, predicted cysteine protease	
WP_003511555.1	148.724556092	4.72580464072	6	23190	0.675410371911	0.0489064982855	5.2691504707e-06	transglutaminase domain-containing protein [Ruminiclostridium thermocellum]	
WP_003511555.1	47.7616788593	0.702013949667	1	4960	0.616942528547	0.0147884084637	2.58710480103e-08	Transglutaminase-like superfamily protein	
WP_003511555.1	21.6350280827	0.636281465418	1	19806	0.601835479492	0.0060027598896	2.75887484585e-07	TGc domain-containing protein	
WP_003511558.1	423.760060376	26.98234299	38	11195	0.800562100262	0.077467605536	1.22588662023e-05	N6-adenine-specific DNA methylase	RLML
WP_003511558.1	328.703532521	2.97336823683	4	226	0.723824047831	0.00442006302648	7.09161697228e-08	rRNA (Guanine-N(2)-)-methyltransferase	RLML
WP_003511558.1	140.919209795	35.1280818433	50	171006	0.674496306474	0.0530726965334	4.66968711279e-06	Ribosomal RNA large subunit methyltransferase L	RLML
WP_003511558.1	93.1994137164	3.44046640545	5	3760	0.6290531284	0.00334588748371	2.12734453441e-06	THUMP domain-containing protein	RLML
WP_003511560.1	65.8422058152	6.3567153423	8	244581	0.724135126851	0.203392774043	3.71408056282e-06	Response regulator PleD	
WP_003511564.1	598.279204022	68.3052016202	100	37274	0.829311681609	0.0	0.0	3-phosphoshikimate 1-carboxyvinyltransferase	AROA
WP_003511571.1	941.815603698	24.40148118	32	1534	1.05292032194	0.162629295433	2.7694250848e-05	Histone family protein DNA-binding protein	
WP_003511571.1	533.780538217	14.6701277489	19	1726	0.845942816925	0.0800558074466	5.11845953238e-05	Bacterial nucleoid protein Hbs	
WP_003511571.1	153.085367944	11.4800525502	15	12837	0.678773332935	0.0519604458799	7.47205790964e-06	Prokaryotic integration host factor signature	
WP_003511571.1	186.989968997	1.62701614419	2	173	0.667522199829	0.00514232658536	3.8957019586e-05	DNA-binding protein HBsu	
WP_003511571.1	120.07953712	10.3212371549	13	16855	0.644704449773	0.0125896874586	5.02860285007e-06	DNA-binding protein HU	
WP_003511571.1	40.3738560793	10.9084991105	14	164207	0.606149542432	0.0	0.0	DNA-binding protein HU-beta	
WP_003511571.1	4.15654873412	2.34243949172	3	548628	0.595296530356	0.00685643544712	3.75792444158e-09	Transcriptional regulator	
WP_003511573.1	472.093970244	37.4692646792	55	28599	0.931563341128	0.288157166067	0.000122750751246	Universal stress protein UspA	
WP_003511573.1	96.8108846024	2.69370712466	4	3513	0.64181533665	0.0246997737023	5.13735029027e-06	Sensor protein KdpD	
WP_003511573.1	33.0633768931	2.71732612986	4	30461	0.616977786747	0.025947882103	2.92375263682e-06	Usp domain	
WP_003511577.1	1239.10919356	5.09981371983	7	44	1.09726600172	0.0219288895071	6.42755503331e-07	Hydro-lyase family enzyme, Fe-S type, tartrate/fumarate subfamily	FUMB
WP_003511577.1	1024.91409687	23.1921426464	32	1330	1.0043648846	0.00830045735335	1.72722584154e-07	Tartrate dehydratase subunit beta	FUMB
WP_003511577.1	801.797593564	43.1294440391	60	7515	0.947231862895	0.0688912813876	2.23167234877e-05	Fumarate hydratase subunit beta	FUMB
WP_003511583.1	1455.72034657	35.99706785	52	3277	1.22972306169	0.108366880434	2.38214800333e-05	Hybrid cluster protein-associated redox disulfide domain	
WP_003511587.1	571.805423596	70.8317759466	100	40772	0.887246648113	0.129288169418	8.74441579382e-05	Adenylosuccinate synthetase	PURA
WP_003511591.1	158.167878919	45.8860030765	64	238490	0.780193279566	0.239482275285	2.61048363969e-05	Glycosyltransferase	
WP_003511591.1	398.681769776	0.7477210457	1	9	0.74947270791	0.0	0.0	Undecaprenyl-phosphate glycosyltransferase, DPM1-like family	
WP_003511591.1	182.295998991	9.27103578166	13	7348	0.702643744574	0.0749530360841	1.17926279435e-05	Dolichol-phosphate mannosyltransferase	
WP_003511591.1	37.3769744526	0.714348413461	1	1037	0.614512616789	0.0180411633878	5.20609726985e-07	Bactoprenol glucosyl transferase	
WP_003511591.1	32.2737406156	8.09853967593	11	175480	0.614078875345	0.0210742915496	2.28888413614e-07	Dolichyl-phosphate beta-D-mannosyltransferase	
WP_003511591.1	39.5651478792	0.706346353124	1	905	0.610137460705	0.00813470353922	4.33876497769e-07	Glycosyltransferases involved in cell wall biogenesis	
WP_003511596.1	259.749421601	5.18895662094	7	11347	0.771184131782	0.145819086927	1.23535116668e-05	Dolichyl-phosphate-mannose--protein mannosyltransferase	
WP_003511598.1	455.326694062	0.580651646347	1	133	0.904079333062	0.248957632818	5.55021730464e-05	Carbohydrate-binding CenC domain protein	
WP_003511598.1	15.0593373048	0.689490200453	1	170283	0.861415816699	0.500739744452	8.60856807659e-07	Glycosyltransferase	
WP_003511600.1	358.745245101	0.691806374366	1	11	0.734966412405	0.00277038625331	4.82531090427e-07	SfII prophage-derived bactoprenol glucosyl transferase	
WP_003511600.1	128.048457107	38.6837685547	57	268657	0.67329742525	0.0605243461415	6.94763023922e-06	Glycosyltransferase involved in cell wall bisynthesis	
WP_003511600.1	86.6798027666	23.3694507884	34	213417	0.665739893594	0.0774865918993	3.93904943602e-06	Glycosyl transferase	
WP_003511600.1	55.3996515968	2.76470551941	4	7348	0.615220607118	0.00577498280763	2.79568799915e-07	Dolichol-phosphate mannosyltransferase	
WP_003511600.1	14.204898459	0.696343570737	1	7038	0.596528704069	0.00159763131803	4.35669779946e-09	Glycosyltransferase, group 2 family protein	
WP_003511602.1	148.642352179	35.7989207023	53	186808	0.715712573679	0.125010327685	7.95672966089e-06	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	
WP_003511602.1	281.358359848	5.90268240513	9	1422	0.714495923075	0.0225519434107	2.45643059407e-06	Undecaprenyl-phosphate mannosyltransferase	
WP_003511602.1	58.8509549288	16.3192571158	24	245528	0.643875787174	0.0572365676498	1.21741711617e-06	Glycosyltransferase	
WP_003511602.1	26.6684302135	2.63705228947	4	31263	0.607684604282	0.013240024154	9.69741458139e-07	Glycosyltransferase involved in cell wall bisynthesis	
WP_003511602.1	30.5152721815	0.676319921577	1	1584	0.604529693708	0.0043840731521	1.3032322093e-06	Glycosyltransferases	
WP_003511603.1	641.564787717	72.828711578	100	32504	0.952626282459	0.19999764246	8.08434130872e-05	Diaminopimelate epimerase	DAPF
WP_003511604.1	1380.02431695	74.6925108804	99	6889	1.32614209052	0.347417598945	5.18151968363e-05	LL-diaminopimelate aminotransferase apoenzyme	DAPL
WP_003511604.1	62.0636357199	0.769140782867	1	361	0.617188164256	0.00445794314125	5.1761935149e-09	Aminotransferase, class I and II	DAPL
WP_003511605.1	360.761629303	5.82357200185	9	2271	0.74762189195	0.0251266690256	5.28224771642e-06	Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr	
WP_003511605.1	120.429905094	0.707756871945	1	301	0.644588052815	0.0121058003066	8.30745500677e-07	Putative transcriptional regulator YvhJ	
WP_003511605.1	66.5239771027	17.1087027717	28	572019	0.634692878231	0.034119157482	6.69620873012e-06	Transcriptional regulator LytR	
WP_003511605.1	82.199189079	0.55201722958	1	393	0.623456208554	0.0010877495304	1.28354076972e-06	Regulatory protein MsrR	
WP_003511606.1	1157.02135366	61.7812887124	92	8558	1.20724714994	0.291392651907	2.5148132875e-05	2-hydroxyglutaryl-CoA dehydratase D-component	
WP_003511606.1	723.064459517	3.93722520686	6	89	0.879225783807	0.0	0.0	2-hydroxyglutaryl-CoA dehydratase, D-component family protein	
WP_003511606.1	343.18636713	0.656966877335	1	11	0.732883735649	0.0105833735257	4.14409808309e-08	FHA-domain containing secreted protein	
WP_003511607.1	923.38384688	25.3888694449	37	2190	1.01029194273	0.0961081361023	5.45923013255e-05	CoA-substrate-specific enzyme activase	
WP_003511607.1	815.12491741	36.9367675086	54	5948	0.98603042517	0.132038193323	1.07872235295e-05	R-phenyllactate dehydratase activator	
WP_003511607.1	900.046547896	4.23040488752	6	64	0.963785472597	0.0259739937543	3.18374379715e-05	Benzoyl-CoA reductase subunit BadG	
WP_003511607.1	63.815374874	0.690486823325	1	339	0.62018972809	0.00879920362462	1.09847971703e-08	Atpase badf/badg/bcra/bcrd type	
WP_003511610.1	789.225872943	69.0957641488	100	21424	1.14659122453	0.45452955234	1.06307210046e-05	7-cyano-7-deazaguanine synthase	QUEC
WP_003511612.1	684.188614151	51.6540948819	79	18516	0.97719609597	0.214189571336	8.87509498798e-06	6-pyruvoyl tetrahydrobiopterin synthase	QUED
WP_003511612.1	464.377320172	12.0376885606	20	2183	0.860300452353	0.15952060255	0.000180246648502	Queuosine biosynthesis protein QueD	QUED
WP_003511613.1	733.298507507	61.5101962725	92	22359	1.10491609506	0.418106625907	9.01650189991e-06	7-carboxy-7-deazaguanine synthase QueE	QUEE
WP_003511613.1	9.83807730848	1.31932630109	2	54970	0.600196117379	0.0118129899459	8.9223730528e-08	Radical SAM protein	QUEE
WP_003511615.1	904.26012611	16.7682798256	24	942	1.01669847511	0.122613395693	0.000466247280758	Phage SPO1 DNA polymerase-related protein	UDGA
WP_003511615.1	235.464508746	32.3262892627	46	51569	0.719930848597	0.0674429811279	1.32550487838e-05	Uracil-DNA glycosylase	UDGA
WP_003511615.1	154.218176732	15.0887809689	22	26183	0.700172811937	0.0914821072368	1.22045621906e-06	DNA polymerase	UDGA
WP_003511615.1	223.225220696	5.65077159118	8	1755	0.689487892716	0.0192411375269	7.73988782124e-08	Uracil-DNA glycosylase, family 4	UDGA
WP_003511616.1	299.377809176	35.9502856232	55	51486	0.805726498098	0.181084012317	4.23949950951e-05	uracil-DNA glycosylase [Ruminiclostridium thermocellum]	
WP_003511616.1	221.748127656	3.60069183703	6	942	0.70401210134	0.0477591656406	2.46244053439e-05	Phage SPO1 DNA polymerase-related protein	
WP_003511616.1	200.720112855	8.58418550474	14	6532	0.696372548802	0.0492124251205	9.59172980213e-05	UDG domain-containing protein	
WP_003511616.1	69.9399864325	7.06310345031	11	36293	0.656343235953	0.0723910045057	4.49576068254e-07	DNA polymerase	
WP_003511616.1	120.079081627	2.66182632397	4	1755	0.639994679227	0.00370386121499	6.62180076284e-09	Uracil-DNA glycosylase, family 4	
WP_003511632.1	635.748501606	37.539908686	53	12069	0.968003451838	0.233390161104	0.00036329050893	Glycosidase	
WP_003511632.1	604.877033439	5.81549741464	8	320	0.863416713402	0.0593695155903	2.83820229422e-06	Beta-1,4-mannooligosaccharide phosphorylase	
WP_003511632.1	530.692661469	3.77316342888	5	175	0.830786215572	0.0537908049487	1.21807784686e-06	Predicted glycosylase	
WP_003511632.1	452.115555857	5.84205165033	8	578	0.799113763913	0.0533349478504	9.6045790576e-07	Predicted glycosyl hydrolase, GH43/DUF377 family	
WP_003511632.1	7.80302868241	0.853558772864	1	39897	0.59564452174	0.00476096222107	1.45119163686e-08	Glycoside hydrolase	
WP_003511635.1	247.479301091	22.6331897168	33	25052	0.775524968966	0.163268600275	4.45191908506e-05	Predicted glucose-1-phosphate nucleotidyltransferase with a transferase hexapeptide repeat	
WP_003511635.1	335.94730567	7.12166848148	11	1347	0.746560217594	0.0418514965524	1.07672370103e-07	NDP-sugar synthase	
WP_003511635.1	251.350704994	12.0484749139	18	6885	0.740670082203	0.0945823979205	5.64653811382e-05	Nucleotidyl transferase	
WP_003511635.1	219.009233397	15.6631732888	24	15321	0.708950352649	0.0591438650443	2.05408190707e-05	D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase	
WP_003511635.1	231.688283121	4.87143202881	7	1325	0.699401573111	0.0315586739294	8.1339783315e-06	Nucleoside-diphosphate-sugar pyrophosphorylase	
WP_003511635.1	48.6322561987	2.04892809219	3	5308	0.612108714605	0.00500855848117	6.38065007067e-05	Mannose-1-phosphate guanyltransferase	
WP_003511635.1	15.1469495943	1.31670013295	2	22280	0.604244877052	0.0154454613725	1.3434749577e-07	Glucose-1-phosphate adenylyltransferase	
WP_003511635.1	5.92386745904	0.6258534233	1	31808	0.593037037351	0.00125941440004	3.67551262234e-08	Glucose-1-phosphate thymidylyltransferase	
WP_003511639.1	270.654763969	40.7872071757	58	62395	0.743276194108	0.0849323992822	5.8450335189e-06	Alpha-D-kanosaminyltransferase	
WP_003511639.1	82.5223139075	23.8397567817	34	227675	0.64591339178	0.0432158579688	3.07467006924e-06	Glycosyltransferase involved in cell wall biosynthesis	
WP_003511639.1	89.9705559956	0.696924828503	1	165	0.627591877764	0.00302573089913	8.9944438143e-07	Predicted glycosyltransferases	
WP_003511639.1	46.6692290679	0.679747077421	1	583	0.609418456874	0.00141653416279	1.0705269079e-07	Spore coat protein SA	
WP_003511639.1	36.4004670077	2.68205674961	4	14849	0.608115283135	0.00670759779173	3.47511581935e-06	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	
WP_003511642.1	136.244579478	19.7839965227	29	170283	0.775322544323	0.246838615858	1.23063696283e-05	Glycosyltransferase	
WP_003511642.1	360.396975073	1.31678604677	2	108	0.76042745646	0.0495318414641	0.000839522736679	Beta-L-arabinofuranosidase, GH127	
WP_003511642.1	42.7035700885	1.30289610968	2	7516	0.60876217377	0.00317121795482	1.09347849328e-08	Glycosyl transferase (Fragment)	
WP_003511642.1	6.9247783661	0.664410630803	1	71670	0.606056865747	0.0250697225075	7.35881673715e-08	Thioredoxin domain-containing protein	
WP_003511648.1	682.892790712	43.0666018356	67	13658	0.932326377663	0.130499521116	0.000225759356624	ZIP zinc transporter	ZUPT
WP_003511648.1	428.757044201	10.8742683829	17	2209	0.792791707886	0.0590356264311	4.09848523448e-07	Zinc/iron permease	ZUPT
WP_003511648.1	131.627915399	1.20753016563	2	289	0.662368367178	0.0372021915932	1.97367760157e-06	Putative divalent heavy-metal cations transporter	ZUPT
WP_003511648.1	105.96228354	4.22053323998	6	5443	0.637252558704	0.00918422664718	2.58243236629e-07	Zinc transporter ZupT	ZUPT
WP_003511648.1	8.23179829352	0.595148903325	1	17487	0.594147918953	0.00161358370391	1.36245592232e-08	Dihydroorotate dehydrogenase	ZUPT
WP_003511651.1	977.701882935	16.7964846701	24	1836	1.26791805501	0.540950958427	0.00666469353298	Bacteriohemerythrin	
WP_003511651.1	427.700067187	4.97302228781	7	841	0.761080026875	0.0	0.0	Hemerythrin-like metal-binding domain-containing protein	
WP_003511651.1	122.988923377	7.89028984253	11	25572	0.695598274658	0.10641896938	3.25767914649e-05	Iron-binding protein, hemerythrin	
WP_003511651.1	85.560905696	0.629810865388	1	337	0.642718947916	0.0348954443614	6.27791286505e-09	Hemerythrin-like metal-binding domain protein	
WP_003511653.1	382.994030307	38.1130735407	55	31035	0.835112007607	0.17342243098	2.53532282791e-05	Flavin reductase domain protein FMN-binding	HRB
WP_003511653.1	479.99343409	9.35921238018	14	1192	0.781997373636	0.0	0.0	Rubredoxin-like domain-containing protein	HRB
WP_003511653.1	202.528183129	14.77215547	22	16666	0.686575764947	0.0293659767514	2.6200880599e-05	High molecular weight rubredoxin Hrb	HRB
WP_003511658.1	282.645874208	4.74082647059	6	647	0.798417751762	0.179917949525	0.000144441539724	Long-chain-fatty-acid--CoA ligase FadD13	
WP_003511658.1	263.694780227	36.9595060045	47	45139	0.773540449684	0.147287498293	8.17490635425e-06	AMP-dependent synthetase and ligase	
WP_003511658.1	132.041564818	0.807444805325	1	86	0.745767878655	0.19424610052	4.09725991767e-05	Long-chain-fatty-acid--CoA ligase LcfB	
WP_003511658.1	172.179045729	28.7603144342	37	64048	0.739819432464	0.152731513846	5.59168104949e-06	Short-chain-fatty-acid--CoA ligase	
WP_003511658.1	61.2151897711	0.806476386221	1	399	0.618782153942	0.00810577862724	7.68050096758e-07	Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II	
WP_003511658.1	50.4014127087	2.28818638159	3	4730	0.611810248504	0.00311260972424	1.3357043792e-08	AMP-binding enzyme	
WP_003511659.1	1026.33180884	1.48270516474	2	22	1.00542638621	0.0092332981602	7.32677968315e-07	Hsp20/alpha crystallin family protein [Ruminiclostridium thermocellum]	
WP_003511659.1	439.784281172	15.8012812362	25	13606	0.837853473878	0.135733750712	4.36765933976e-05	Molecular chaperone (Small heat shock protein)	
WP_003511659.1	54.9253168977	2.30134397728	4	18465	0.629870905348	0.0337747916532	6.95061823393e-06	SHSP domain-containing protein	
WP_003511662.1	1042.33249357	18.8624021341	27	2475	1.00693299743	0.0	0.0	iron-sulfur protein [Ruminiclostridium thermocellum]	
WP_003511662.1	54.1527103864	2.93338501492	4	22118	0.753244274716	0.267137980292	3.0503504853e-06	NADPH-dependent FMN reductase	
WP_003511662.1	307.956307417	1.3581657978	2	147	0.749933371698	0.0693412100815	3.69406052323e-07	Flavodoxin-like fold	
WP_003511662.1	159.632854124	2.01585379937	3	1205	0.71533897884	0.116010943515	1.85635330616e-06	Iron-sulfur flavoprotein	
WP_003511665.1	245.132121988	15.806645978	22	10901	0.723235771818	0.0663818748227	2.64683486149e-05	von Willebrand factor type A	
WP_003511665.1	193.227017467	27.259921207	38	52128	0.713175428732	0.086572588874	5.74821054534e-05	VWFA domain-containing protein	
WP_003511665.1	215.385038581	10.0265752267	14	5682	0.692915649417	0.0316255416628	4.84516588854e-06	Ca-activated chloride channel family protein	
WP_003511665.1	150.843189918	16.5200723535	23	31410	0.682686736722	0.0610354634792	3.32555293397e-05	VWA domain-containing protein	
WP_003511665.1	79.1278905493	1.44638819334	2	876	0.625476966452	0.0072183321584	4.70942690429e-06	Mg-chelatase subunit ChlD	
WP_003511666.1	976.271572133	3.32664271521	4	502	1.05310404279	0.136970363913	5.60533757799e-05	dockerin [Ruminiclostridium thermocellum]	
WP_003511666.1	50.8454532184	0.539320889175	1	4862	0.612717705488	0.00448966333326	1.31715758178e-07	CAP domain-containing protein	
WP_003511667.1	2546.50724398	5.33416229198	7	10	1.62405370502	0.0291510026366	3.88014866812e-05	Non-heme haloperoxidase family protein	YISY
WP_003511667.1	799.054818951	3.81682638415	5	52	0.958359205054	0.091940452468	0.000441883270663	AB hydrolase super protein YisY	YISY
WP_003511667.1	121.405326464	48.3932198653	63	360012	0.751690112459	0.213448786843	6.24234600762e-06	Alpha/beta hydrolase fold	YISY
WP_003511667.1	81.3497294371	3.02899942512	4	3156	0.687085237046	0.121783539054	3.47861773942e-06	Putative hydrolases or acyltransferases (Alpha/beta hydrolase superfamily)	YISY
WP_003511667.1	160.150401388	6.20482828845	8	3419	0.666849297571	0.0241291389615	3.46683031056e-05	Non-heme chloroperoxidase	YISY
WP_003511667.1	89.3588219588	6.02139217609	8	10329	0.635655830696	0.0187019717315	1.28447608046e-05	Arylesterase	YISY
WP_003511667.1	80.9031551051	0.756097673589	1	199	0.62350793338	0.00216352980662	2.70157664559e-08	Chloride peroxidase	YISY
WP_003511667.1	15.9492190081	2.3112737032	3	46776	0.604338595027	0.0150167932911	3.48996939902e-07	Pimeloyl-ACP methyl ester carboxylesterase	YISY
WP_003511667.1	24.3170965522	0.780516153769	1	2340	0.601508047037	0.00336077059026	1.51156012705e-10	Hydrolase, alpha/beta domain protein	YISY
WP_003511668.1	148.183230368	0.868289994477	1	2912	0.655153942404	0.0110955602208	1.67003522151e-07	von Willebrand factor type A	
WP_003511670.1	140.403004509	3.38595439304	4	18133	0.651742300237	0.0105303650844	2.4692187674e-07	peptidase S8 [Ruminiclostridium thermocellum]	
WP_003511670.1	45.5305460177	1.68221080627	2	42505	0.61499956022	0.0128063042237	2.87247783758e-08	Serine protease	
WP_003511673.1	64.2636718604	0.737177215058	1	4484	0.624444332419	0.0164884178603	1.10464806491e-07	Bacterial regulatory s, tetR family protein	
WP_003511673.1	25.0705052872	4.09855257014	5	902753	0.606797168927	0.012771634393	2.92026250916e-08	Transcriptional regulator	
WP_003511674.1	1996.88820819	6.79679477639	9	260	1.49964005191	0.209215936971	1.61019286358e-05	Flavodoxin domain-containing protein	
WP_003511675.1	116.801042479	56.0557543996	75	604395	0.727875800468	0.171991190349	2.6295799744e-06	Predicted transcriptional regulator	
WP_003511675.1	276.795421056	2.76233977653	4	263	0.70642384275	0.0107653393136	2.22457170871e-06	Beta-lactamase repressor BlaI	
WP_003511675.1	88.7133251253	8.28260031075	11	22960	0.656279080384	0.0580985416561	7.61628029995e-05	Transcriptional repressor	
WP_003511675.1	59.1982554288	0.685556461398	1	354	0.614290986276	0.00115412082774	3.29198919445e-09	Copper transport repressor, CopY/TcrY family	
WP_003511676.1	667.998522034	0.789323361678	1	53	0.87097996569	0.0260010462875	1.17213348054e-07	Regulatory sensor-transducer	
WP_003511676.1	348.22925639	2.09815998232	3	1378	0.736135528971	0.0129128498373	8.00041391412e-07	Beta-lactamase regulating signal transducer with metallopeptidase domain	
WP_003511676.1	226.265437373	1.10360627968	2	903	0.68184067791	0.00251791538645	3.90278621589e-07	Regulatory protein BlaR1	
WP_003511677.1	100.027868238	52.4769358223	69	779490	0.727209214145	0.183392495493	2.21194119065e-06	ABC transporter	
WP_003511677.1	147.363550057	1.50833227153	2	299	0.707620694368	0.110707883799	4.79655379042e-06	Probable multidrug resistance ABC transporter ATP-binding/permease protein YheI	
WP_003511677.1	111.905349441	2.30451047524	3	1210	0.637805582544	0.00574225521485	2.37516577415e-06	Putative multidrug export ATP-binding/permease protein SAV1866	
WP_003511677.1	47.4789622949	3.77269177861	5	17947	0.614497350278	0.010388231547	1.32014759256e-07	ATP-binding cassette, subfamily B	
WP_003511677.1	41.9668853731	1.56983465717	2	3985	0.60969836346	0.0054936004382	5.3950385319e-08	ABC-type multidrug transport system, ATPase and permease component	
WP_003511680.1	442.210398823	18.4465841203	30	19319	0.819810414237	0.0998588032671	5.44487901852e-05	Cobalamin biosynthesis protein CobD	COBD
WP_003511680.1	101.600963254	0.693345235349	1	517	0.633497438149	0.0053906657031	1.26079069719e-09	Adenosylcobinamide-phosphate synthase	COBD
WP_003511681.1	1030.89066384	46.659705505	71	6382	1.05327387722	0.0960674092684	9.42383775195e-05	Adenosylcobinamide-phosphate guanylyltransferase CobU	COBU
WP_003511681.1	441.166497198	5.9517633353	9	567	0.795569028846	0.0549057413541	0.000119352458251	Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase	COBU
WP_003511681.1	365.793409176	0.655347133148	1	8	0.793109779574	0.107155470371	8.30368236431e-07	Adenosylcobinamide-phosphate guanylyltransferase/adenosylcobinamide kinase	COBU
WP_003511681.1	219.805312329	11.5709711079	18	8628	0.692822902378	0.0281137499035	2.44998560987e-05	Bifunctional adenosylcobalamin biosynthesis protein CobU	COBU
WP_003511681.1	17.8625367507	0.641982045268	1	4000	0.61569480664	0.0349995833383	6.38544147845e-07	Cobalamin biosynthesis protein	COBU
WP_003511682.1	663.481722571	40.4892764896	63	18998	1.05534410818	0.377219629302	0.00125078087611	Adenosylcobinamide-GDP ribazoletransferase	COBS
WP_003511683.1	886.751296556	0.65711210893	1	3	0.972346845803	0.0521551935026	0.00020373122462	Alpha-ribazole-5'-phosphate phosphatase, CobC	COBC
WP_003511683.1	483.120533601	9.42343810451	13	6928	0.925806109074	0.268977035159	3.34996111706e-06	Alpha-ribazole phosphatase	COBC
WP_003511686.1	152.026221439	12.8967015815	18	103322	0.674493051414	0.0446839329505	3.91874029907e-06	Methyl-accepting chemotaxis sensory transducer	
WP_003511688.1	753.782460334	12.1953312711	16	602	0.912792628115	0.0401495273574	1.97241106609e-05	Homoaconitase large subunit	HACA
WP_003511688.1	438.021506607	48.8170620888	63	28555	0.830186053265	0.122595830092	8.30336492357e-05	Aconitate hydratase Aco	HACA
WP_003511688.1	498.649026884	14.5130057555	19	1948	0.811260196143	0.0411295153941	9.71115070792e-05	Aconitase A	HACA
