GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0008236	serine-type peptidase activity	26	4	3.5	61	0.347	0.471	NA	NA
GO:0140110	transcription regulator activity	48	9	6.45	24	0.348	0.185	NA	NA
GO:0016829	lyase activity	97	15	13.04	41	0.350	0.317	NA	NA
GO:0030247	polysaccharide binding	25	4	3.36	54	0.352	0.439	NA	NA
GO:0032549	ribonucleoside binding	59	7	7.93	88	0.355	0.701	NA	NA
GO:0008080	N-acetyltransferase activity	16	3	2.15	44	0.367	0.367	NA	NA
GO:0010181	FMN binding	16	3	2.15	45	0.367	0.367	NA	NA
GO:0051539	4 iron, 4 sulfur cluster binding	37	6	4.97	47	0.378	0.378	NA	NA
GO:0003954	NADH dehydrogenase activity	10	2	1.34	48	0.398	0.398	NA	NA
GO:0140101	catalytic activity, acting on a tRNA	51	9	6.86	30	0.401	0.238	NA	NA
GO:0016866	intramolecular transferase activity	17	3	2.29	50	0.406	0.406	NA	NA
GO:0016616	oxidoreductase activity, acting on the C...	31	5	4.17	51	0.406	0.406	NA	NA
GO:0016462	pyrophosphatase activity	149	17	20.03	112	0.410	0.815	NA	NA
GO:0097367	carbohydrate derivative binding	334	38	44.9	145	0.428	0.918	NA	NA
GO:0008237	metallopeptidase activity	17	6	2.29	1	0.432	0.019	NA	NA
GO:0004553	hydrolase activity, hydrolyzing O-glycos...	45	7	6.05	49	0.433	0.402	NA	NA
GO:0005215	transporter activity	74	12	9.95	36	0.436	0.284	NA	NA
GO:0005198	structural molecule activity	68	13	9.14	16	0.436	0.113	NA	NA
GO:0016831	carboxy-lyase activity	18	3	2.42	57	0.444	0.444	NA	NA
GO:0016811	hydrolase activity, acting on carbon-nit...	18	3	2.42	58	0.444	0.444	NA	NA
GO:0015405	P-P-bond-hydrolysis-driven transmembrane...	43	4	5.78	122	0.444	0.852	NA	NA
GO:0016627	oxidoreductase activity, acting on the C...	11	2	1.48	59	0.447	0.447	NA	NA
GO:0004527	exonuclease activity	22	3	2.96	75	0.449	0.585	NA	NA
GO:0008168	methyltransferase activity	64	7	8.6	104	0.493	0.781	NA	NA
GO:0016782	transferase activity, transferring sulfu...	12	2	1.61	64	0.494	0.494	NA	NA
GO:0009055	electron transfer activity	20	3	2.69	66	0.517	0.517	NA	NA
GO:0005488	binding	868	116	116.69	77	0.523	0.586	NA	NA
GO:0017111	nucleoside-triphosphatase activity	139	15	18.69	124	0.525	0.866	NA	NA
GO:0032550	purine ribonucleoside binding	56	6	7.53	105	0.525	0.787	NA	NA
GO:0008233	peptidase activity	66	13	8.87	13	0.525	0.094	NA	NA
GO:0016772	transferase activity, transferring phosp...	143	14	19.22	155	0.528	0.936	NA	NA
GO:0003690	double-stranded DNA binding	13	2	1.75	67	0.539	0.539	NA	NA
GO:0003678	DNA helicase activity	13	2	1.75	68	0.539	0.539	NA	NA
GO:0008810	cellulase activity	13	2	1.75	69	0.539	0.539	NA	NA
GO:0005509	calcium ion binding	13	2	1.75	70	0.539	0.539	NA	NA
GO:0016887	ATPase activity	101	10	13.58	132	0.540	0.896	NA	NA
GO:0030246	carbohydrate binding	46	7	6.18	52	0.549	0.425	NA	NA
GO:0016773	phosphotransferase activity, alcohol gro...	51	4	6.86	149	0.565	0.929	NA	NA
GO:0016407	acetyltransferase activity	22	4	2.96	43	0.578	0.342	NA	NA
GO:0030248	cellulose binding	22	3	2.96	76	0.585	0.585	NA	NA
GO:0004519	endonuclease activity	30	4	4.03	78	0.590	0.590	NA	NA
GO:0003676	nucleic acid binding	308	50	41.41	8	0.597	0.062	NA	NA
GO:0140096	catalytic activity, acting on a protein	127	18	17.07	56	0.637	0.443	NA	NA
GO:0015075	ion transmembrane transporter activity	40	3	5.38	146	0.643	0.922	NA	NA
GO:0042623	ATPase activity, coupled	66	5	8.87	166	0.646	0.956	NA	NA
GO:0046872	metal ion binding	279	46	37.51	7	0.655	0.058	NA	NA
GO:0016884	carbon-nitrogen ligase activity, with gl...	16	2	2.15	82	0.656	0.656	NA	NA
GO:0019843	rRNA binding	41	5	5.51	84	0.665	0.665	NA	NA
GO:0004252	serine-type endopeptidase activity	17	2	2.29	86	0.689	0.689	NA	NA
GO:0015318	inorganic molecular entity transmembrane...	39	3	5.24	140	0.691	0.914	NA	NA
GO:0043168	anion binding	385	42	51.76	171	0.700	0.968	NA	NA
GO:0016874	ligase activity	88	10	11.83	99	0.752	0.770	NA	NA
GO:0016798	hydrolase activity, acting on glycosyl b...	55	8	7.39	60	0.763	0.465	NA	NA
GO:0004386	helicase activity	23	3	3.09	80	0.765	0.616	NA	NA
GO:0016860	intramolecular oxidoreductase activity	10	1	1.34	95	0.765	0.765	NA	NA
GO:0030145	manganese ion binding	10	1	1.34	96	0.765	0.765	NA	NA
GO:0098772	molecular function regulator	10	1	1.34	97	0.765	0.765	NA	NA
GO:0016740	transferase activity	382	49	51.35	87	0.766	0.693	NA	NA
GO:0016836	hydro-lyase activity	20	2	2.69	101	0.774	0.774	NA	NA
GO:0008135	translation factor activity, RNA binding	20	2	2.69	102	0.774	0.774	NA	NA
GO:0008408	3'-5' exonuclease activity	11	1	1.48	107	0.797	0.797	NA	NA
GO:0046933	proton-transporting ATP synthase activit...	11	1	1.48	108	0.797	0.797	NA	NA
GO:0016881	acid-amino acid ligase activity	11	1	1.48	109	0.797	0.797	NA	NA
GO:0035438	cyclic-di-GMP binding	11	1	1.48	110	0.797	0.797	NA	NA
GO:0042626	ATPase activity, coupled to transmembran...	39	3	5.24	141	0.801	0.914	NA	NA
GO:0016301	kinase activity	87	7	11.7	169	0.816	0.962	NA	NA
GO:0016830	carbon-carbon lyase activity	30	4	4.03	79	0.823	0.590	NA	NA
GO:0046873	metal ion transmembrane transporter acti...	12	1	1.61	115	0.825	0.825	NA	NA
GO:0004536	deoxyribonuclease activity	12	1	1.61	116	0.825	0.825	NA	NA
