GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0008094	DNA-dependent ATPase activity	20	1	1.07	104	0.670	0.670	NA	NA
GO:0008135	translation factor activity, RNA binding	20	1	1.07	105	0.670	0.670	NA	NA
GO:0043565	sequence-specific DNA binding	21	1	1.12	107	0.688	0.688	NA	NA
GO:0048037	cofactor binding	173	8	9.25	116	0.695	0.729	NA	NA
GO:0004553	hydrolase activity, hydrolyzing O-glycos...	45	2	2.41	112	0.707	0.707	NA	NA
GO:0004386	helicase activity	23	1	1.23	115	0.721	0.721	NA	NA
GO:0043168	anion binding	385	23	20.58	49	0.750	0.297	NA	NA
GO:0016740	transferase activity	382	24	20.42	28	0.755	0.200	NA	NA
GO:0003824	catalytic activity	997	57	53.3	18	0.760	0.166	NA	NA
GO:0004812	aminoacyl-tRNA ligase activity	27	1	1.44	120	0.777	0.777	NA	NA
GO:0003677	DNA binding	173	8	9.25	117	0.798	0.729	NA	NA
GO:0004672	protein kinase activity	30	1	1.6	122	0.811	0.811	NA	NA
GO:0016301	kinase activity	87	3	4.65	125	0.827	0.860	NA	NA
GO:0051536	iron-sulfur cluster binding	69	2	3.69	131	0.836	0.896	NA	NA
GO:0016887	ATPase activity	101	3	5.4	133	0.865	0.920	NA	NA
GO:0004175	endopeptidase activity	36	1	1.92	126	0.866	0.866	NA	NA
GO:0051539	4 iron, 4 sulfur cluster binding	37	1	1.98	127	0.873	0.873	NA	NA
GO:0016491	oxidoreductase activity	160	8	8.55	100	0.904	0.640	NA	NA
GO:0042623	ATPase activity, coupled	66	2	3.53	128	0.924	0.881	NA	NA
GO:0003674	molecular_function	1272	68	68	137	1.000	1.000	NA	NA
GO:0019001	guanyl nucleotide binding	49	4	2.62	45	1.000	0.264	NA	NA
GO:0003676	nucleic acid binding	308	16	16.47	97	1.000	0.602	NA	NA
GO:0140102	catalytic activity, acting on a rRNA	14	1	0.75	84	1.000	0.538	NA	NA
GO:0016772	transferase activity, transferring phosp...	143	9	7.64	58	1.000	0.353	NA	NA
GO:0016773	phosphotransferase activity, alcohol gro...	51	1	2.73	134	1.000	0.943	NA	NA
GO:0044877	protein-containing complex binding	15	1	0.8	87	1.000	0.563	NA	NA
GO:0000166	nucleotide binding	372	23	19.89	35	1.000	0.235	NA	NA
GO:0043021	ribonucleoprotein complex binding	13	1	0.69	80	1.000	0.512	NA	NA
GO:0032561	guanyl ribonucleotide binding	49	4	2.62	46	1.000	0.264	NA	NA
GO:0030551	cyclic nucleotide binding	11	1	0.59	72	1.000	0.455	NA	NA
GO:0022857	transmembrane transporter activity	70	1	3.74	135	1.000	0.981	NA	NA
GO:0015318	inorganic molecular entity transmembrane...	39	1	2.08	129	1.000	0.887	NA	NA
GO:0030554	adenyl nucleotide binding	269	17	14.38	42	1.000	0.254	NA	NA
