GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0031325	positive regulation of cellular metaboli...	13	1	0.63	121	0.479	0.47907	NA	NA
GO:0042401	cellular biogenic amine biosynthetic pro...	13	1	0.63	122	0.479	0.47907	NA	NA
GO:0051173	positive regulation of nitrogen compound...	13	1	0.63	123	0.479	0.47907	NA	NA
GO:0051604	protein maturation	13	1	0.63	124	0.479	0.47907	NA	NA
GO:0033692	cellular polysaccharide biosynthetic pro...	13	1	0.63	125	0.479	0.47907	NA	NA
GO:0009082	branched-chain amino acid biosynthetic p...	14	1	0.68	136	0.505	0.50471	NA	NA
GO:0042180	cellular ketone metabolic process	14	1	0.68	137	0.505	0.50471	NA	NA
GO:0006417	regulation of translation	14	1	0.68	138	0.505	0.50471	NA	NA
GO:0006096	glycolytic process	14	1	0.68	139	0.505	0.50471	NA	NA
GO:0006541	glutamine metabolic process	14	1	0.68	140	0.505	0.50471	NA	NA
GO:0010628	positive regulation of gene expression	14	1	0.68	141	0.505	0.50471	NA	NA
GO:0009069	serine family amino acid metabolic proce...	16	1	0.78	170	0.552	0.55233	NA	NA
GO:0044282	small molecule catabolic process	61	2	2.97	304	0.560	0.81147	NA	NA
GO:0006796	phosphate-containing compound metabolic ...	248	14	12.07	254	0.561	0.72420	NA	NA
GO:0007049	cell cycle	37	3	1.8	58	0.568	0.26713	NA	NA
GO:0072330	monocarboxylic acid biosynthetic process	31	2	1.51	108	0.572	0.45152	NA	NA
GO:0006091	generation of precursor metabolites and ...	55	3	2.68	149	0.573	0.50877	NA	NA
GO:0044087	regulation of cellular component biogene...	17	1	0.83	175	0.574	0.57443	NA	NA
GO:0016311	dephosphorylation	17	1	0.83	176	0.574	0.57443	NA	NA
GO:0030001	metal ion transport	17	1	0.83	177	0.574	0.57443	NA	NA
GO:0071973	bacterial-type flagellum-dependent cell ...	17	1	0.83	178	0.574	0.57443	NA	NA
GO:0044419	interspecies interaction between organis...	18	1	0.88	187	0.595	0.59545	NA	NA
GO:0006631	fatty acid metabolic process	18	1	0.88	188	0.595	0.59545	NA	NA
GO:0065008	regulation of biological quality	41	2	2	196	0.604	0.60427	NA	NA
GO:0009108	coenzyme biosynthetic process	62	3	3.02	186	0.605	0.59251	NA	NA
GO:0001510	RNA methylation	19	1	0.92	199	0.615	0.61545	NA	NA
GO:0071702	organic substance transport	42	2	2.04	206	0.618	0.61771	NA	NA
GO:0071555	cell wall organization	21	1	1.02	215	0.653	0.65258	NA	NA
GO:0006281	DNA repair	47	2	2.29	229	0.680	0.67978	NA	NA
GO:0040007	growth	138	6	6.72	230	0.682	0.68248	NA	NA
GO:0070887	cellular response to chemical stimulus	23	1	1.12	233	0.686	0.68618	NA	NA
GO:0045184	establishment of protein localization	23	1	1.12	234	0.686	0.68618	NA	NA
GO:0022900	electron transport chain	24	1	1.17	244	0.702	0.70176	NA	NA
GO:0006400	tRNA modification	24	1	1.17	245	0.702	0.70176	NA	NA
GO:0044255	cellular lipid metabolic process	43	2	2.09	208	0.716	0.63080	NA	NA
GO:0042364	water-soluble vitamin biosynthetic proce...	26	1	1.27	255	0.731	0.73068	NA	NA
GO:0006464	cellular protein modification process	69	4	3.36	103	0.738	0.43663	NA	NA
GO:0017144	drug metabolic process	114	4	5.55	314	0.744	0.82491	NA	NA
GO:0006364	rRNA processing	27	1	1.31	262	0.744	0.74408	NA	NA
GO:0016310	phosphorylation	106	6	5.16	89	0.748	0.41356	NA	NA
GO:0090305	nucleic acid phosphodiester bond hydroly...	54	2	2.63	265	0.753	0.75290	NA	NA
GO:0009169	purine ribonucleoside monophosphate cata...	29	1	1.41	273	0.769	0.76896	NA	NA
GO:0006508	proteolysis	83	3	4.04	296	0.786	0.78556	NA	NA
