GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0006974	cellular response to DNA damage stimulus	57	7	4.96	74	0.0491	0.2214	WP_003513339.1;WP_003515733.1;WP_003516667.1;WP_003516668.1;WP_003517639.1;WP_003517935.1;WP_003519255.1	WP_003512015.1;WP_003512291.1;WP_003512352.1;WP_003512370.1;WP_003513251.1;WP_003514556.1;WP_003514599.1;WP_003515733.1;WP_003516073.1;WP_003516691.1;WP_003517163.1;WP_003517464.1;WP_003517490.1;WP_003517637.1;WP_003517752.1
GO:0072330	monocarboxylic acid biosynthetic process	31	5	2.7	44	0.0536	0.1253	NA	NA
GO:0009252	peptidoglycan biosynthetic process	18	4	1.57	25	0.0641	0.0641	NA	NA
GO:0006631	fatty acid metabolic process	18	4	1.57	26	0.0641	0.0641	NA	NA
GO:0000160	phosphorelay signal transduction system	53	8	4.62	35	0.0821	0.0821	NA	NA
GO:0006163	purine nucleotide metabolic process	113	15	9.84	23	0.0831	0.0567	NA	NA
GO:0009991	response to extracellular stimulus	19	3	1.65	76	0.0867	0.2256	NA	NA
GO:0006213	pyrimidine nucleoside metabolic process	17	2	1.48	160	0.0874	0.4441	NA	NA
GO:0033554	cellular response to stress	71	10	6.18	34	0.1099	0.0810	NA	NA
GO:0019359	nicotinamide nucleotide biosynthetic pro...	21	3	1.83	89	0.1187	0.2742	NA	NA
GO:0007165	signal transduction	90	13	7.84	13	0.1257	0.0414	NA	NA
GO:0006261	DNA-dependent DNA replication	15	3	1.31	50	0.1355	0.1355	NA	NA
GO:0032508	DNA duplex unwinding	15	3	1.31	51	0.1355	0.1355	NA	NA
GO:0022900	electron transport chain	24	4	2.09	56	0.1495	0.1495	NA	NA
GO:0007154	cell communication	109	16	9.49	5	0.1569	0.0211	NA	NA
GO:0046034	ATP metabolic process	62	8	5.4	60	0.1645	0.1638	NA	NA
GO:0046496	nicotinamide nucleotide metabolic proces...	23	4	2	46	0.1648	0.1330	NA	NA
GO:0097237	cellular response to toxic substance	12	3	1.05	33	0.1649	0.0791	NA	NA
GO:0009156	ribonucleoside monophosphate biosyntheti...	59	7	5.14	87	0.1650	0.2484	NA	NA
GO:0006164	purine nucleotide biosynthetic process	63	7	5.49	106	0.1656	0.3054	NA	NA
GO:0046434	organophosphate catabolic process	64	7	5.57	111	0.1657	0.3200	NA	NA
GO:0033875	ribonucleoside bisphosphate metabolic pr...	16	2	1.39	150	0.1670	0.4129	NA	NA
GO:0034032	purine nucleoside bisphosphate metabolic...	16	2	1.39	151	0.1670	0.4129	NA	NA
GO:1901575	organic substance catabolic process	138	12	12.02	214	0.1682	0.5532	NA	NA
GO:0016310	phosphorylation	106	14	9.23	119	0.1775	0.3401	NA	NA
GO:1901136	carbohydrate derivative catabolic proces...	54	6	4.7	117	0.1808	0.3280	NA	NA
GO:0071704	organic substance metabolic process	871	73	75.87	374	0.1891	0.8510	NA	NA
GO:0044281	small molecule metabolic process	365	35	31.79	88	0.2043	0.2700	NA	NA
GO:1990748	cellular detoxification	10	2	0.87	70	0.2141	0.2141	NA	NA
GO:0006189	'de novo' IMP biosynthetic process	10	2	0.87	71	0.2141	0.2141	NA	NA
GO:0009150	purine ribonucleotide metabolic process	109	13	9.49	55	0.2329	0.1425	NA	NA
GO:0072522	purine-containing compound biosynthetic ...	66	8	5.75	69	0.2360	0.2092	NA	NA
GO:1902600	proton transmembrane transport	14	2	1.22	123	0.2393	0.3482	NA	NA
GO:0030243	cellulose metabolic process	15	2	1.31	140	0.2395	0.3809	NA	NA
GO:0046031	ADP metabolic process	17	2	1.48	161	0.2399	0.4441	NA	NA
GO:0070887	cellular response to chemical stimulus	23	5	2	16	0.2405	0.0431	NA	NA
GO:0071806	protein transmembrane transport	11	2	0.96	80	0.2476	0.2476	NA	NA
GO:1901700	response to oxygen-containing compound	11	2	0.96	81	0.2476	0.2476	NA	NA
GO:0000105	histidine biosynthetic process	11	2	0.96	82	0.2476	0.2476	NA	NA
GO:0006414	translational elongation	12	2	1.05	92	0.2813	0.2813	NA	NA
GO:0048583	regulation of response to stimulus	12	2	1.05	93	0.2813	0.2813	NA	NA
GO:0009306	protein secretion	12	2	1.05	94	0.2813	0.2813	NA	NA
GO:0006310	DNA recombination	31	4	2.7	98	0.2815	0.2815	NA	NA
GO:0006508	proteolysis	83	9	7.23	100	0.2919	0.2919	NA	NA
GO:0015833	peptide transport	26	4	2.26	65	0.3030	0.1846	NA	NA
GO:0000271	polysaccharide biosynthetic process	17	3	1.48	63	0.3035	0.1789	NA	NA
GO:0044262	cellular carbohydrate metabolic process	34	4	2.96	120	0.3048	0.3432	NA	NA
GO:0001539	cilium or flagellum-dependent cell motil...	23	3	2	112	0.3049	0.3239	NA	NA
GO:0044781	bacterial-type flagellum organization	14	2	1.22	124	0.3055	0.3482	NA	NA
GO:0009166	nucleotide catabolic process	61	6	5.31	157	0.3057	0.4424	NA	NA
GO:0006754	ATP biosynthetic process	28	3	2.44	163	0.3061	0.4467	NA	NA
GO:0032774	RNA biosynthetic process	107	8	9.32	324	0.3115	0.7358	NA	NA
GO:0033692	cellular polysaccharide biosynthetic pro...	13	2	1.13	109	0.3149	0.3149	NA	NA
GO:1901565	organonitrogen compound catabolic proces...	59	6	5.14	148	0.3150	0.4097	NA	NA
GO:0006090	pyruvate metabolic process	27	3	2.35	156	0.3159	0.4227	NA	NA
GO:0006793	phosphorus metabolic process	253	31	22.04	30	0.3344	0.0737	NA	NA
GO:0006400	tRNA modification	24	3	2.09	126	0.3488	0.3488	NA	NA
GO:0009628	response to abiotic stimulus	24	3	2.09	127	0.3488	0.3488	NA	NA
GO:0048518	positive regulation of biological proces...	21	2	1.83	216	0.3677	0.5590	NA	NA
GO:0044237	cellular metabolic process	813	71	70.82	249	0.3713	0.6329	NA	NA
GO:0043604	amide biosynthetic process	144	7	12.54	414	0.3909	0.9785	NA	NA
GO:0042364	water-soluble vitamin biosynthetic proce...	26	3	2.26	143	0.3983	0.3983	NA	NA
GO:0044282	small molecule catabolic process	61	6	5.31	158	0.4125	0.4424	NA	NA
GO:0008360	regulation of cell shape	16	2	1.39	152	0.4129	0.4129	NA	NA
GO:0009165	nucleotide biosynthetic process	98	11	8.54	75	0.4149	0.2251	NA	NA
GO:0009636	response to toxic substance	19	4	1.65	31	0.4158	0.0759	NA	NA
GO:0006091	generation of precursor metabolites and ...	55	6	4.79	121	0.4195	0.3442	NA	NA
GO:0071973	bacterial-type flagellum-dependent cell ...	17	2	1.48	162	0.4441	0.4441	NA	NA
GO:0006520	cellular amino acid metabolic process	145	7	12.63	415	0.4442	0.9797	NA	NA
GO:0007049	cell cycle	37	3	3.22	267	0.4480	0.6403	NA	NA
GO:0017144	drug metabolic process	114	13	9.93	64	0.4552	0.1821	NA	NA
GO:0008033	tRNA processing	31	4	2.7	99	0.4693	0.2815	NA	NA
GO:0006073	cellular glucan metabolic process	22	3	1.92	102	0.4701	0.2990	NA	NA
GO:0009169	purine ribonucleoside monophosphate cata...	29	3	2.53	168	0.4704	0.4704	NA	NA
GO:0046130	purine ribonucleoside catabolic process	43	4	3.75	205	0.4719	0.5250	NA	NA
GO:0009116	nucleoside metabolic process	86	8	7.49	182	0.4722	0.4797	NA	NA
GO:0031668	cellular response to extracellular stimu...	18	2	1.57	177	0.4744	0.4744	NA	NA
GO:0044419	interspecies interaction between organis...	18	2	1.57	178	0.4744	0.4744	NA	NA
GO:0006807	nitrogen compound metabolic process	758	65	66.03	322	0.4877	0.7351	NA	NA
GO:0009154	purine ribonucleotide catabolic process	42	4	3.66	193	0.5057	0.5057	NA	NA
GO:0009207	purine ribonucleoside triphosphate catab...	42	4	3.66	194	0.5057	0.5057	NA	NA
GO:0090305	nucleic acid phosphodiester bond hydroly...	54	5	4.7	201	0.5148	0.5148	NA	NA
GO:0098662	inorganic cation transmembrane transport	22	3	1.92	103	0.5159	0.2990	NA	NA
GO:0043603	cellular amide metabolic process	155	8	13.5	411	0.5424	0.9733	NA	NA
GO:0050794	regulation of cellular process	213	20	18.55	142	0.5557	0.3912	NA	NA
GO:0051128	regulation of cellular component organiz...	37	4	3.22	146	0.5589	0.4052	NA	NA
GO:0006281	DNA repair	47	4	4.09	231	0.5983	0.5983	NA	NA
GO:0046219	indolalkylamine biosynthetic process	10	1	0.87	232	0.5995	0.5995	NA	NA
GO:0015986	ATP synthesis coupled proton transport	10	1	0.87	233	0.5995	0.5995	NA	NA
GO:0032984	protein-containing complex disassembly	10	1	0.87	234	0.5995	0.5995	NA	NA
