GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0031167	rRNA methylation	11	1	0.57	123	0.446	0.446	NA	NA
GO:0071806	protein transmembrane transport	11	1	0.57	124	0.446	0.446	NA	NA
GO:0010557	positive regulation of macromolecule bio...	11	1	0.57	125	0.446	0.446	NA	NA
GO:0006950	response to stress	101	8	5.26	35	0.449	0.147	NA	NA
GO:1901566	organonitrogen compound biosynthetic pro...	353	19	18.39	145	0.469	0.480	NA	NA
GO:0006414	translational elongation	12	1	0.63	136	0.475	0.475	NA	NA
GO:0009306	protein secretion	12	1	0.63	137	0.475	0.475	NA	NA
GO:0042592	homeostatic process	12	1	0.63	138	0.475	0.475	NA	NA
GO:2000142	regulation of DNA-templated transcriptio...	12	1	0.63	139	0.475	0.475	NA	NA
GO:0051188	cofactor biosynthetic process	75	6	3.91	54	0.492	0.190	NA	NA
GO:0007165	signal transduction	90	6	4.69	78	0.496	0.325	NA	NA
GO:0051173	positive regulation of nitrogen compound...	13	1	0.68	147	0.503	0.503	NA	NA
GO:0046394	carboxylic acid biosynthetic process	132	6	6.88	251	0.517	0.705	NA	NA
GO:0006468	protein phosphorylation	33	2	1.72	152	0.529	0.522	NA	NA
GO:0042180	cellular ketone metabolic process	14	1	0.73	153	0.529	0.529	NA	NA
GO:1901069	guanosine-containing compound catabolic ...	14	1	0.73	154	0.529	0.529	NA	NA
GO:0044781	bacterial-type flagellum organization	14	1	0.73	155	0.529	0.529	NA	NA
GO:0050790	regulation of catalytic activity	14	1	0.73	156	0.529	0.529	NA	NA
GO:0010628	positive regulation of gene expression	14	1	0.73	157	0.529	0.529	NA	NA
GO:0000160	phosphorelay signal transduction system	53	3	2.76	160	0.530	0.530	NA	NA
GO:0017144	drug metabolic process	114	5	5.94	262	0.532	0.727	NA	NA
GO:0090305	nucleic acid phosphodiester bond hydroly...	54	3	2.81	163	0.543	0.543	NA	NA
GO:0023014	signal transduction by protein phosphory...	15	1	0.78	167	0.554	0.554	NA	NA
GO:0006261	DNA-dependent DNA replication	15	1	0.78	168	0.554	0.554	NA	NA
GO:0046039	GTP metabolic process	15	1	0.78	169	0.554	0.554	NA	NA
GO:0006412	translation	120	7	6.25	118	0.560	0.437	NA	NA
GO:0018106	peptidyl-histidine phosphorylation	16	1	0.83	175	0.578	0.578	NA	NA
GO:0009069	serine family amino acid metabolic proce...	16	1	0.83	176	0.578	0.578	NA	NA
GO:0008360	regulation of cell shape	16	1	0.83	177	0.578	0.578	NA	NA
GO:0040007	growth	138	7	7.19	184	0.593	0.593	NA	NA
GO:0007049	cell cycle	37	3	1.93	72	0.594	0.303	NA	NA
GO:0032268	regulation of cellular protein metabolic...	17	1	0.89	186	0.600	0.600	NA	NA
GO:0016311	dephosphorylation	17	1	0.89	187	0.600	0.600	NA	NA
GO:0030001	metal ion transport	17	1	0.89	188	0.600	0.600	NA	NA
GO:0006796	phosphate-containing compound metabolic ...	248	11	12.92	278	0.616	0.779	NA	NA
