Protein	logFC	AveExpr	t	P.Value	adj.P.Val	B	PUF
WP_003515606.1	-11.0248935714286	24.9536201913265	-6.8879979997276	5.3408908939745e-07	1.63564783627969e-05	6.28950827297044	No
WP_003512416.1	3.53700660714286	23.5360473341837	6.80039895032594	6.5222550237734e-07	1.96671074563013e-05	6.09232827315362	No
WP_003517972.1	-3.12106919642858	25.0415647321429	-6.7494314267699	7.32969069202715e-07	2.17572079664177e-05	5.97714674712762	No
WP_003517950.1	-2.51992044642856	25.4024998086735	-6.73837345117618	7.51798978690021e-07	2.17572079664177e-05	5.95211282943015	No
WP_003512585.1	5.38206366071429	22.0344586479592	6.73661312564537	7.54841909038983e-07	2.17572079664177e-05	5.94812622362677	No
WP_003515373.1	2.20040383928571	28.4704426020408	6.71940384268594	7.85262792541647e-07	2.23060155562555e-05	5.90913156966663	No
WP_003516459.1	-4.31548526785714	22.1559282142857	-6.70929203899579	8.03720070917693e-07	2.25041619856954e-05	5.88620155978357	No
WP_003517766.1	1.35265160714285	30.126905369898	6.63762272802432	9.47931800540755e-07	2.59576391250742e-05	5.72330987843152	No
WP_003512678.1	-4.90487741071428	21.6827866836735	-6.63506344390516	9.5354592704354e-07	2.59576391250742e-05	5.71748112077447	No
WP_003512950.1	-3.57693714285715	22.3007623852041	-6.58730661745593	1.06478207447339e-06	2.85886693968199e-05	5.60856516212948	No
ADU75731.1	2.63753035714286	25.5401178188776	6.55427864320416	1.14940293879633e-06	3.04436454059568e-05	5.53307476790856	No
WP_003512475.1	-1.56308357142857	27.7830013392857	-6.54475262581741	1.17506547157205e-06	3.06891267688251e-05	5.51127663052537	No
WP_003513162.1	-1.66453267857143	24.9937825127551	-6.539311212999	1.18998654817893e-06	3.06891267688251e-05	5.49882018359134	No
WP_003515355.1	1.90472678571428	24.3836287755102	6.4591485792574	1.43368646995749e-06	3.64938374170998e-05	5.31489388627859	No
WP_003516337.1	2.88227946428571	22.7410158673469	6.43185651712617	1.52784171664929e-06	3.83919200593925e-05	5.25209734185601	No
WP_003515847.1	1.41863669642857	26.9537888010204	6.4113424695455	1.60275660438253e-06	3.97645942353134e-05	5.2048377493493	No
WP_003518897.1	-1.94066455357143	30.1146757015306	-6.40193783734362	1.63834610816e-06	3.98625733064874e-05	5.18315492367673	No
WP_003513566.1	-6.44269392857143	23.9593738903061	-6.39958333839879	1.64738185603341e-06	3.98625733064874e-05	5.17772487204617	No
WP_003516841.1	1.36060330357143	27.3270383545918	6.39293292230056	1.6731798763808e-06	3.99930799720288e-05	5.16238383545091	No
WP_003518714.1	-2.78791866071428	25.8150263010204	-6.36253297429901	1.79646727665751e-06	4.16520710624823e-05	5.0921914151486	No
WP_003515370.1	2.4806175	26.6234511862245	6.36117026050282	1.80220631743735e-06	4.16520710624823e-05	5.0890424109482	Yes
WP_003517539.1	-4.40805580357143	22.9561818112245	-6.35821209390925	1.81472912137605e-06	4.16520710624823e-05	5.08220583226232	No
WP_003513615.1	-2.33740830357142	26.7561180612245	-6.35519548888644	1.82759087314973e-06	4.16520710624823e-05	5.07523314148602	No
WP_003516310.1	2.93953508928571	26.2394404591837	6.25476223638538	2.31345049359479e-06	5.21191145683423e-05	4.84248567299737	No
WP_003517206.1	2.11311437499999	27.162959375	6.16541020083912	2.85608167755618e-06	6.36127282728422e-05	4.63445433318214	No
WP_003519170.1	1.91820419642858	26.4719444770408	6.15356640618765	2.93717680916569e-06	6.43275728969386e-05	4.60681272451193	No
WP_003516184.1	1.02154589285714	30.7816991709184	6.15117739884484	2.95381712281861e-06	6.43275728969386e-05	4.60123527856198	No
WP_003519008.1	2.13625125	23.7775504336735	6.13194489904209	3.09133123590956e-06	6.6052502635732e-05	4.556311779082	Yes
WP_003517649.1	1.41931732142857	25.6163389668367	6.13070418119116	3.10042359310579e-06	6.6052502635732e-05	4.55341231010914	No
WP_003514246.1	2.70828928571428	28.6551687053571	6.12337504048226	3.15469304834377e-06	6.64860040296107e-05	4.53628121749616	Yes
WP_003513222.1	-5.73123776785715	24.2658682015306	-6.04830221810698	3.76962860658573e-06	7.81371826164843e-05	4.36047369201389	No
WP_003518454.1	-2.69404848214285	23.6450908035714	-6.0463384578661	3.7872614023296e-06	7.81371826164843e-05	4.35586685873934	No
WP_003514728.1	-1.28613232142857	27.7162105994898	-6.0207438356886	4.02491887933753e-06	8.19465507456435e-05	4.29578680473481	No
WP_003513533.1	-2.39463330357143	23.6940081377551	-6.01756090262554	4.05551807261603e-06	8.19465507456435e-05	4.28831049786178	No
WP_003515852.1	5.47346366071428	23.5963979846939	5.99772775245528	4.25160015353951e-06	8.46212772321508e-05	4.24170125846643	No
WP_003513604.1	-2.69587410714286	23.5132053061224	-5.99549826250532	4.27423798264435e-06	8.46212772321508e-05	4.23645926446863	Yes
WP_003513564.1	-5.33680946428571	22.9660065178571	-5.9808036513595	4.426548874514e-06	8.6536558579352e-05	4.20189639605618	Yes
WP_003514085.1	4.49948125	21.7768040943878	5.97771294911808	4.45928184516048e-06	8.6536558579352e-05	4.19462400641906	No
WP_003512626.1	1.91087955357143	31.2056663520408	5.94462735777795	4.82552476347633e-06	9.27257699648392e-05	4.11671307799096	No
WP_003512930.1	-4.13684919642857	21.1408665306122	-5.9124720787835	5.21084807037054e-06	9.91578856109346e-05	4.04088728806247	No
WP_003517629.1	1.17396607142858	26.9189928316327	5.84561058605969	6.11550702654647e-06	0.000114533678807868	3.88289412281091	No
WP_003513581.1	-2.02357767857143	30.3334366071429	-5.84423355006769	6.13573279327865e-06	0.000114533678807868	3.87963564595514	No
WP_003514399.1	3.76029678571429	23.0422183163265	5.83591424411671	6.25938237047493e-06	0.000115739523076706	3.85994583728821	No
WP_003514859.1	7.09011821428571	23.6504067091837	5.80296186642392	6.77459268695491e-06	0.000124095342676931	3.78189093198951	No
WP_080552882.1	-4.75660669642857	24.8216615178571	-5.79418455774118	6.91896637907591e-06	0.000125566426879526	3.76108274636345	No
WP_003516259.1	1.19689410714286	29.6898812372449	5.77887123689775	7.17838514345405e-06	0.000129079219093302	3.72476262006287	No
WP_003517374.1	6.00405678571428	27.0282425	5.71588557162913	8.35377554351817e-06	0.000148849091502687	3.57514785031345	No
WP_003516839.1	3.583651875	22.2765729719388	5.70011335658196	8.67760727870363e-06	0.000153226218614947	3.53762717853498	No
WP_003518863.1	2.84521982142857	25.0123539668367	5.64028158301914	1.00265431869213e-05	0.000175464505771123	3.39509592508756	No
WP_003511947.1	4.07853267857143	21.868367002551	5.58801192727823	1.13786268444685e-05	0.000197363793054498	3.2703314924051	No
ADU74249.1	-5.85683267857143	24.7711464923469	-5.5840950696531	1.14871178543442e-05	0.000197497815741357	3.26097315158837	No
WP_003512405.1	1.103784375	28.9832069770408	5.57972337598901	1.16094481552045e-05	0.000197865377253921	3.25052662860416	No
WP_003518605.1	1.18387535714286	29.2831825127551	5.55562681391672	1.23078637684755e-05	0.00020796045677769	3.1929183740351	No
WP_003517151.1	-3.61560928571429	21.0713091836735	-5.53632098817604	1.28981031003889e-05	0.000214473753176016	3.14673024925581	No
ADU74300.1	6.829448125	24.892845255102	5.53587108884905	1.29121953442703e-05	0.000214473753176016	3.14565354185457	No
WP_003520963.1	1.25653669642857	28.6177050637755	5.53045925741741	1.30829403409084e-05	0.00021548372326202	3.13270061304907	No
WP_014522631.1	-2.51563821428572	26.4134354719388	-5.52503408238331	1.32564067212742e-05	0.000216521309780812	3.11971346796741	No
WP_003516377.1	1.582530625	25.8546005867347	5.46882852647833	1.51969212833989e-05	0.000246165005912907	2.98503313449357	No
WP_003512175.1	0.929449375000004	30.1387657653061	5.44432230326806	1.61309718496018e-05	0.00025816142723013	2.92623775042414	No
WP_003518658.1	-1.186804375	28.3738314668367	-5.44254474462163	1.62009467088296e-05	0.00025816142723013	2.92197133967087	No
WP_003519292.1	1.593461875	25.2146555357143	5.43181370891399	1.66299687265099e-05	0.000262860795999672	2.8962104310957	No
WP_011837932.1	1.76159473214285	27.4561339413265	5.41397834593848	1.73686620277066e-05	0.00027234062059444	2.85337687274237	No
WP_003516561.1	1.19989232142857	25.7996010714286	5.37655348029171	1.90286949140309e-05	0.000296001920884925	2.76342549386515	No
WP_003511715.1	1.31214107142858	28.7211914540816	5.36591762341322	1.95291792013629e-05	0.000301395206572215	2.73784473763403	No
WP_003515632.1	-2.02270696428572	29.5608027295918	-5.34903839383221	2.03509856914551e-05	0.000311624468400406	2.69723245113784	No
WP_003513590.1	-1.599716875	26.6561898469388	-5.33657292229956	2.09803159042514e-05	0.000318770691258393	2.66722799992883	No
WP_003517988.1	-1.19797428571428	27.5069871811225	-5.26897345737381	2.47530107825699e-05	0.000371446039199744	2.50434638464573	No
WP_003517403.1	-3.87283848214286	21.7658134821429	-5.26776711564549	2.4826240375085e-05	0.000371446039199744	2.50143718024323	No
WP_020458025.1	0.944510803571429	29.5871427933673	5.25823621980851	2.54125662232551e-05	0.000377338104527122	2.47844955289816	No
ADU73753.1	0.943230535714282	29.598805497449	5.24406491945205	2.63103804171704e-05	0.000387731921937248	2.44425999287977	No
WP_003515650.1	-4.77084	22.7816529081633	-5.23475558753988	2.69175710337368e-05	0.000393719695717345	2.42179415232661	No
WP_003512104.1	1.1695275	27.5048899872449	5.22417477881616	2.76249296632228e-05	0.000401073052888272	2.39625400998175	No
WP_003511787.1	-1.74747589285714	25.2221256505102	-5.21272075366607	2.84118842214372e-05	0.000409465390250124	2.36859911645038	Yes
WP_003512264.1	-2.32589026785714	23.445739005102	-5.17814314652813	3.09278627478349e-05	0.000442471613034719	2.28507134609989	No
WP_003517959.1	-3.39402857142858	22.1476256377551	-5.15056991312756	3.30948255220905e-05	0.000470042449444185	2.2184195295705	No
WP_003512623.1	-1.21891714285714	26.7447281632653	-5.14406652574622	3.36279119126127e-05	0.000474177750710222	2.20269361005913	Yes
WP_003512660.1	1.30415803571428	29.0151678826531	5.12991750954963	3.48178939026616e-05	0.000487450514637262	2.16847264097255	No
WP_003512867.1	1.780748125	31.458968622449	5.11910191674427	3.57561501582484e-05	0.000497035846171396	2.14230752324812	No
WP_003518982.1	1.44568035714286	30.8443343239796	5.11325003163542	3.62744125180131e-05	0.000500689074192293	2.12814835361917	No
WP_003516560.1	1.45159071428571	25.3645919387755	5.09988076025982	3.74870998411765e-05	0.000513809200620321	2.09579431426625	Yes
WP_003517595.1	1.47150125	24.4301980612245	5.06553147914995	4.07940219075945e-05	0.00055525196485337	2.01263188001138	No
WP_003517715.1	-2.124765625	28.4240755739796	-5.0566937859428	4.16915233290009e-05	0.000563554384309253	1.99122700331641	Yes
WP_003514918.1	4.71542848214285	24.5706788392857	5.05224764359503	4.21505577613885e-05	0.00056585680282412	1.98045724433469	No
WP_003519089.1	-1.36761758928571	27.5141922576531	-5.04219149819371	4.32076997172829e-05	0.000576102662897105	1.95609560387642	No
WP_003513185.1	-1.72591482142858	25.0136302678571	-5.00858362530658	4.69388191898429e-05	0.000621622200081703	1.87464995755193	No
WP_003516902.1	-1.10994517857143	27.5443320153061	-4.9900113827013	4.91385072429006e-05	0.000646385732859632	1.82962393223965	No
WP_011837904.1	5.33802660714285	22.2437991326531	4.98064944483681	5.02864652554407e-05	0.000657076479337759	1.8069225411095	No
WP_014522594.1	2.00407883928571	25.0663626403061	4.97151156470749	5.14330375539303e-05	0.00066760763977287	1.78476160319938	No
WP_003516363.1	-1.12259267857143	26.3135681377551	-4.96715259868724	5.19892306687087e-05	0.00066830373187019	1.77418938525484	No
ADU75877.1	-1.64811321428571	26.4819298469388	-4.964731704509	5.23007466187615e-05	0.00066830373187019	1.76831749156531	No
WP_003513423.1	1.33489267857143	26.9062130994898	4.96311692711437	5.25095789326578e-05	0.00066830373187019	1.76440073391988	No
WP_003517648.1	2.18894214285714	27.288240127551	4.95027172278031	5.42010280596725e-05	0.000685380741915858	1.73324082854628	No
WP_003518875.1	1.17773839285714	29.8430503188776	4.93674743154664	5.60413188491346e-05	0.000701048093205854	1.70042809723474	No
WP_003516296.1	1.15818705357143	28.1881334056122	4.93540872491914	5.62268729840341e-05	0.000701048093205854	1.69717982002788	No
WP_003518976.1	-1.68159116071428	27.0169202295918	-4.93335269068879	5.65130605747576e-05	0.000701048093205854	1.69219089549244	No
WP_003515750.1	1.18358464285714	24.419243125	4.91264313956365	5.94788814255326e-05	0.000733198789899647	1.64193286151748	Yes
WP_003517405.1	2.22356946428571	24.3085732780612	4.90354362384604	6.08311667669238e-05	0.000740645883116747	1.61984638213058	No
WP_003518595.1	1.20408437499999	29.109487997449	4.90349304697938	6.08387689703042e-05	0.000740645883116747	1.61972361507152	No
WP_003513987.1	1.98584196428571	21.0451966964286	4.89470094100762	6.21749641572313e-05	0.00075224030708749	1.59838121005088	Yes
WP_003513028.1	-3.92755044642858	21.160653252551	-4.8890009274897	6.30569937289357e-05	0.000758231335636282	1.58454365665465	No
WP_003518712.1	-2.62832142857143	27.5467102487245	-4.87868204031956	6.4685950480623e-05	0.000772650987874108	1.55949112949326	No
WP_003518396.1	2.38611455357143	23.2235509566327	4.87504735171938	6.52697693350403e-05	0.000772650987874108	1.55066610819764	Yes
WP_003517463.1	2.94989714285715	22.5575696811224	4.87400107669226	6.54388081566847e-05	0.000772650987874108	1.54812569581448	No
WP_003517888.1	3.98053580357143	23.8685145918367	4.84875224993884	6.96545290754506e-05	0.000814106437939615	1.4868127404963	No
WP_003517987.1	-3.18335928571428	24.9435735841837	-4.84802137816184	6.97805518233956e-05	0.000814106437939615	1.48503772508263	No
WP_003518337.1	-3.09738723214286	22.1302394132653	-4.83106068280116	7.27704117767941e-05	0.000836487486148813	1.44384351215863	No
WP_014522619.1	-2.64548125	23.5661246938776	-4.83061065394473	7.28514762939484e-05	0.000836487486148813	1.44275040422045	No
WP_003518516.1	-1.40561723214286	27.6016873469388	-4.8299022568093	7.29792653731873e-05	0.000836487486148813	1.44102971902799	No
WP_003515836.1	1.45201544642857	25.3757079591837	4.79981515961905	7.86202285297341e-05	0.000895904929757435	1.36794048225201	No
WP_003516353.1	-2.30928669642857	24.9829024744898	-4.79674574820447	7.92198252503043e-05	0.000897519407460095	1.36048326299842	No
ADU74518.1	-2.18272910714285	20.1325655484694	-4.78501974907153	8.15531232081479e-05	0.000918644376367643	1.33199334072346	No
WP_003512659.1	1.60511375	28.324870994898	4.7563249717887	8.75587893984153e-05	0.000976510569972963	1.26226776151778	No
WP_003511777.1	1.35252383928572	26.7153589413265	4.75573575033583	8.76866634261436e-05	0.000976510569972963	1.26083590798443	No
WP_003517581.1	2.39440946428572	25.7692105867347	4.7345945661389	9.24011641222982e-05	0.00102319933152375	1.20945892544322	No
WP_003515675.1	-4.38396910714286	25.7352408545918	-4.7277057557012	9.39917791729416e-05	0.00103496565830879	1.1927169894455	Yes
WP_003512097.1	0.981412946428577	29.9031938647959	4.72054517452791	9.56743279331504e-05	0.00104760716619539	1.17531418756076	No
WP_003511653.1	1.29145723214286	27.8596020790816	4.71541825295033	9.68975869283491e-05	0.00105510705766425	1.16285369922013	No
WP_003518218.1	-0.999567142857146	27.9930396683673	-4.68131217402947	0.000105445059115614	0.00114183599926301	1.07995877636409	No
WP_003514219.1	4.66176839285714	22.3177339668367	4.65361779523797	0.000112940049565813	0.0012162774568626	1.01264536577099	No
WP_003516619.1	-2.46408258928572	26.8605132780612	-4.64966144535692	0.000114053582469724	0.00122155749530415	1.00302914218194	No
WP_003518180.1	1.053976875	28.9258834311225	4.64230585567408	0.000116153228068608	0.00123728438594821	0.985150860454687	No
WP_003517208.1	1.17460678571428	27.130277627551	4.60595585472612	0.000127113018361892	0.0013467108972395	0.896802347399111	No
WP_003514851.1	1.11091589285714	29.6168556632653	4.5976727216818	0.000129752251684771	0.00136569148557876	0.876671250724303	No
WP_003513335.1	-3.636766875	20.8786247066327	-4.5959806538322	0.000130298116226137	0.00136569148557876	0.872558958308983	No
WP_003518533.1	1.89930848214285	22.7203439795918	4.58427405628093	0.000134138317923092	0.00139846331451735	0.844108647923808	No
WP_003518557.1	-1.30914294642857	30.0444549489796	-4.5791504879106	0.000135854560651114	0.00140022234296699	0.831657330860753	No
WP_003515729.1	4.26147107142858	22.3430466964286	4.57887101444318	0.000135948806787379	0.00140022234296699	0.83097816062107	No
WP_003520913.1	1.59086758928571	27.8765532142857	4.57738734944322	0.000136450238523824	0.00140022234296699	0.827372603831905	No
WP_003512244.1	1.37481625000001	27.5422977423469	4.57400181238946	0.00013760139863056	0.0014035659631289	0.819145260581775	Yes
WP_003513421.1	3.08901723214286	22.5154922066327	4.57222840027889	0.000138208281063203	0.0014035659631289	0.814835661383374	Yes
WP_003515828.1	-1.53070642857142	25.3343775892857	-4.54853616540314	0.000146578227968108	0.00148089343720357	0.757264277135099	No
WP_003515281.1	-2.36841473214286	24.5389612627551	-4.54355484920869	0.000148401668557991	0.00149162702755724	0.745160759769846	No
WP_003512313.1	-1.21752276785715	27.9820373086735	-4.51520913209049	0.00015921908237689	0.0015921908237689	0.676294056978961	No
WP_003514658.1	-1.47989973214286	31.0387597066327	-4.51234112181023	0.000160356670839406	0.00159489120982492	0.669326901134517	No
WP_003512947.1	-3.01427276785714	20.7256626530612	-4.51028258544455	0.000161178199812762	0.00159489120982492	0.664326264237762	Yes
WP_003512715.1	-3.08835089285714	23.8247853061225	-4.50840726168007	0.00016193028099753	0.00159489120982492	0.659770759431843	No
WP_003517446.1	-2.49562633928571	20.5113491836735	-4.4990412959247	0.000165739361806968	0.00162424574570829	0.637020120479506	No
WP_003518688.1	1.01531660714285	26.4827085714286	4.49168302373555	0.000168794770014875	0.00164595895138883	0.619147546933922	Yes
WP_014522626.1	-1.19558767857142	25.695706122449	-4.46960687551239	0.000178304193998701	0.00173008029820522	0.565533609500554	No
WP_003513619.1	-3.92777633928571	23.3569801403061	-4.46290747784832	0.000181294722777205	0.00175043180612474	0.549265745243084	No
WP_003512622.1	-1.19480669642856	25.7217337117347	-4.454024216346	0.000185337662218234	0.00178069518601832	0.527696614463799	No
WP_003513951.1	-4.12711	22.7075934821429	-4.44757090564323	0.0001883311551726	0.00178429825637135	0.512028836855758	No
WP_003515378.1	1.61220955357142	28.3464087882653	4.44603124394086	0.00018905247673958	0.00178429825637135	0.508290906888739	No
WP_003512422.1	2.58330607142857	23.7371955102041	4.44540218247519	0.000189347982859093	0.00178429825637135	0.506763714629519	No
WP_003518334.1	-5.15758142857143	21.7386380484694	-4.44538916949574	0.000189354100676143	0.00178429825637135	0.506732122723848	No
WP_003516356.1	-3.65223017857143	25.881972130102	-4.43711328264993	0.000193285194936787	0.0018126267084981	0.486641504468727	No
WP_003513685.1	-1.80214874999999	30.2562321683673	-4.42852183649723	0.000197452585307087	0.00184289079619948	0.465786872155324	No
WP_003518866.1	1.05477437500001	28.0969950127551	4.42078657224419	0.000201281512379024	0.00186972400124591	0.447012359276546	No
WP_003513862.1	-1.31842955357143	28.1656257142857	-4.41429118216468	0.000204554009894972	0.00189115971412333	0.431248585368128	No
WP_003512064.1	0.888649732142856	29.1479002678571	4.40254781616907	0.000210606184181904	0.00193797239904475	0.402751777614106	No
WP_014522596.1	5.25491607142857	24.4165430739796	4.39268667295518	0.000215826399595484	0.00197672777199602	0.378825915788498	No
WP_003517666.1	1.76791464285714	26.6415121556122	4.37549406701247	0.000225238921136203	0.00205334086245097	0.337119922173374	No
WP_003517480.1	-0.871765267857146	27.811303252551	-4.37124689392873	0.000227626656930993	0.00206550114622568	0.326818724313259	No
