GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0006090	pyruvate metabolic process	25	1	0.25	33	0.2233	0.22326	NA	NA
GO:0006364	rRNA processing	25	1	0.25	34	0.2233	0.22326	NA	NA
GO:0006733	oxidoreduction coenzyme metabolic proces...	27	1	0.27	35	0.2390	0.23900	NA	NA
GO:0006310	DNA recombination	31	1	0.31	38	0.2696	0.26960	NA	NA
GO:0006935	chemotaxis	31	1	0.31	39	0.2696	0.26960	NA	NA
GO:0008033	tRNA processing	32	1	0.32	41	0.2771	0.27708	NA	NA
GO:0042221	response to chemical	71	2	0.71	24	0.3167	0.15367	NA	NA
GO:0006812	cation transport	41	1	0.41	49	0.3413	0.34128	NA	NA
GO:0006281	DNA repair	43	1	0.43	51	0.3548	0.35482	NA	NA
GO:0090305	nucleic acid phosphodiester bond hydroly...	51	1	0.51	56	0.4065	0.40650	NA	NA
GO:0032259	methylation	55	1	0.55	62	0.4309	0.43090	NA	NA
GO:0055114	oxidation-reduction process	166	2	1.65	68	0.5090	0.50903	NA	NA
GO:0034655	nucleobase-containing compound catabolic...	73	1	0.73	69	0.5298	0.52982	NA	NA
GO:0006508	proteolysis	77	1	0.77	74	0.5496	0.54956	NA	NA
GO:0007165	signal transduction	81	1	0.81	76	0.5685	0.56854	NA	NA
GO:1901607	alpha-amino acid biosynthetic process	85	1	0.85	79	0.5868	0.58679	NA	NA
GO:0044283	small molecule biosynthetic process	220	2	2.19	87	0.6217	0.67600	NA	NA
GO:0016310	phosphorylation	98	1	0.97	83	0.6414	0.64137	NA	NA
GO:0040007	growth	135	1	1.34	100	0.7628	0.76282	NA	NA
GO:1901135	carbohydrate derivative metabolic proces...	188	1	1.87	111	0.8725	0.87250	NA	NA
GO:0018130	heterocycle biosynthetic process	307	1	3.05	125	0.9726	0.97256	NA	NA
GO:0019438	aromatic compound biosynthetic process	308	1	3.06	126	0.9729	0.97294	NA	NA
GO:1901362	organic cyclic compound biosynthetic pro...	318	1	3.16	127	0.9765	0.97647	NA	NA
GO:0008104	protein localization	19	2	0.19	7	1.0000	0.01403	NA	NA
GO:0006139	nucleobase-containing compound metabolic...	425	3	4.23	108	1.0000	0.86002	NA	NA
GO:0006796	phosphate-containing compound metabolic ...	238	2	2.37	93	1.0000	0.72200	NA	NA
GO:0006807	nitrogen compound metabolic process	719	4	7.15	131	1.0000	0.98815	NA	NA
GO:0034660	ncRNA metabolic process	81	2	0.81	27	1.0000	0.18979	NA	NA
GO:0090304	nucleic acid metabolic process	278	3	2.76	75	1.0000	0.54971	NA	NA
GO:0051186	cofactor metabolic process	82	2	0.82	28	1.0000	0.19349	NA	NA
GO:0006974	cellular response to DNA damage stimulus	52	1	0.52	57	1.0000	0.41269	NA	NA
GO:0044248	cellular catabolic process	106	1	1.05	86	1.0000	0.67161	NA	NA
GO:0051188	cofactor biosynthetic process	66	2	0.66	23	1.0000	0.13629	NA	NA
GO:0043170	macromolecule metabolic process	540	3	5.37	124	1.0000	0.96191	NA	NA
GO:0044249	cellular biosynthetic process	519	3	5.16	119	1.0000	0.95027	NA	NA
GO:0043603	cellular amide metabolic process	142	2	1.41	60	1.0000	0.42257	NA	NA
GO:0071840	cellular component organization or bioge...	164	1	1.63	106	1.0000	0.83038	NA	NA
GO:0045184	establishment of protein localization	19	2	0.19	8	1.0000	0.01403	NA	NA
GO:0032787	monocarboxylic acid metabolic process	57	1	0.57	63	1.0000	0.44276	NA	NA
GO:0050896	response to stimulus	193	3	1.92	43	1.0000	0.29812	NA	NA
GO:0010467	gene expression	276	2	2.75	105	1.0000	0.80337	NA	NA
GO:0022613	ribonucleoprotein complex biogenesis	42	1	0.42	50	1.0000	0.34808	NA	NA
GO:0044260	cellular macromolecule metabolic process	435	3	4.33	112	1.0000	0.87316	NA	NA
GO:0006396	RNA processing	64	1	0.64	67	1.0000	0.48251	NA	NA
GO:0044237	cellular metabolic process	769	5	7.65	128	1.0000	0.97699	NA	NA
GO:0046483	heterocycle metabolic process	475	4	4.72	101	1.0000	0.77017	NA	NA
GO:0044238	primary metabolic process	787	5	7.83	130	1.0000	0.98317	NA	NA
GO:0034470	ncRNA processing	53	1	0.53	58	1.0000	0.41882	NA	NA
GO:0051179	localization	135	4	1.34	134	1.0000	1.00000	NA	NA
GO:0006399	tRNA metabolic process	59	2	0.59	15	1.0000	0.11292	NA	NA
GO:0006082	organic acid metabolic process	200	3	1.99	46	1.0000	0.31889	NA	NA
GO:0019752	carboxylic acid metabolic process	198	3	1.97	44	1.0000	0.31293	NA	NA
GO:0044267	cellular protein metabolic process	182	1	1.81	109	1.0000	0.86297	NA	NA
GO:0006575	cellular modified amino acid metabolic p...	23	1	0.23	30	1.0000	0.20723	NA	NA
GO:0044085	cellular component biogenesis	118	1	1.17	92	1.0000	0.71264	NA	NA
GO:0090407	organophosphate biosynthetic process	112	1	1.11	90	1.0000	0.69275	NA	NA
GO:0006810	transport	122	4	1.21	135	1.0000	1.00000	NA	NA
GO:0006811	ion transport	50	1	0.5	55	1.0000	0.40025	NA	NA
GO:0042886	amide transport	22	2	0.22	9	1.0000	0.01864	NA	NA
GO:0046394	carboxylic acid biosynthetic process	129	1	1.28	96	1.0000	0.74610	NA	NA
GO:0008610	lipid biosynthetic process	32	1	0.32	42	1.0000	0.27708	NA	NA
GO:0016053	organic acid biosynthetic process	130	1	1.29	97	1.0000	0.74896	NA	NA
GO:0006520	cellular amino acid metabolic process	141	2	1.4	59	1.0000	0.41884	NA	NA
GO:0044255	cellular lipid metabolic process	40	1	0.4	47	1.0000	0.33441	NA	NA
GO:0006732	coenzyme metabolic process	64	2	0.64	19	1.0000	0.12949	NA	NA
GO:0042558	pteridine-containing compound metabolic ...	18	1	0.18	25	1.0000	0.16584	NA	NA
GO:1901575	organic substance catabolic process	134	1	1.33	99	1.0000	0.76010	NA	NA
GO:0006259	DNA metabolic process	84	1	0.84	78	1.0000	0.58230	NA	NA
GO:1901576	organic substance biosynthetic process	528	3	5.25	122	1.0000	0.95557	NA	NA
GO:0009987	cellular process	864	6	8.59	129	1.0000	0.98236	NA	NA
GO:0007154	cell communication	97	1	0.96	82	1.0000	0.63742	NA	NA
GO:0044281	small molecule metabolic process	351	3	3.49	94	1.0000	0.73122	NA	NA
GO:0006412	translation	109	1	1.08	88	1.0000	0.68234	NA	NA
GO:0043436	oxoacid metabolic process	199	3	1.98	45	1.0000	0.31591	NA	NA
GO:0043043	peptide biosynthetic process	109	1	1.08	89	1.0000	0.68234	NA	NA
GO:0071704	organic substance metabolic process	829	5	8.25	132	1.0000	0.99264	NA	NA
GO:0019439	aromatic compound catabolic process	75	1	0.75	72	1.0000	0.53979	NA	NA
GO:0015833	peptide transport	22	2	0.22	10	1.0000	0.01864	NA	NA
GO:0019538	protein metabolic process	250	2	2.49	98	1.0000	0.74997	NA	NA
GO:0006518	peptide metabolic process	112	1	1.11	91	1.0000	0.69275	NA	NA
GO:1901605	alpha-amino acid metabolic process	101	1	1	85	1.0000	0.65300	NA	NA
GO:0009056	catabolic process	139	1	1.38	102	1.0000	0.77340	NA	NA
GO:0009057	macromolecule catabolic process	58	1	0.58	64	1.0000	0.44860	NA	NA
