GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0016757	transferase activity, transferring glyco...	39	2	2	80	1.000	0.605	NA	NA
GO:0043169	cation binding	274	9	14.05	146	1.000	0.964	NA	NA
GO:0015405	P-P-bond-hydrolysis-driven transmembrane...	41	4	2.1	15	1.000	0.154	NA	NA
GO:0019842	vitamin binding	42	1	2.15	136	1.000	0.895	NA	NA
GO:0016875	ligase activity, forming carbon-oxygen b...	25	3	1.28	14	1.000	0.132	NA	NA
GO:1901363	heterocyclic compound binding	616	29	31.59	117	1.000	0.790	NA	NA
GO:0032549	ribonucleoside binding	57	1	2.92	142	1.000	0.954	NA	NA
GO:0016787	hydrolase activity	399	17	20.46	134	1.000	0.865	NA	NA
GO:0008233	peptidase activity	60	3	3.08	81	1.000	0.606	NA	NA
GO:0140101	catalytic activity, acting on a tRNA	47	3	2.41	44	1.000	0.438	NA	NA
GO:0042623	ATPase activity, coupled	65	4	3.33	43	1.000	0.431	NA	NA
GO:0022853	active ion transmembrane transporter act...	19	1	0.97	90	1.000	0.635	NA	NA
GO:0042625	ATPase coupled ion transmembrane transpo...	18	1	0.92	84	1.000	0.615	NA	NA
GO:0022857	transmembrane transporter activity	68	4	3.49	57	1.000	0.466	NA	NA
GO:0016772	transferase activity, transferring phosp...	134	8	6.87	32	1.000	0.380	NA	NA
GO:0017111	nucleoside-triphosphatase activity	134	6	6.87	99	1.000	0.704	NA	NA
GO:0022804	active transmembrane transporter activit...	45	4	2.31	18	1.000	0.195	NA	NA
GO:0004527	exonuclease activity	21	1	1.08	96	1.000	0.672	NA	NA
GO:0042578	phosphoric ester hydrolase activity	18	1	0.92	85	1.000	0.615	NA	NA
GO:0016810	hydrolase activity, acting on carbon-nit...	36	2	1.85	72	1.000	0.561	NA	NA
GO:0016817	hydrolase activity, acting on acid anhyd...	144	7	7.38	88	1.000	0.623	NA	NA
GO:0030554	adenyl nucleotide binding	257	11	13.18	123	1.000	0.801	NA	NA
