GO.ID	Term	Annotated	Significant	Expected	Rank in elimFisher	weight01Fisher	elimFisher	Protein	PUF
GO:0003700	DNA-binding transcription factor activit...	44	2	1.42	50	0.420	0.420	NA	NA
GO:0010181	FMN binding	17	1	0.55	51	0.429	0.429	NA	NA
GO:0019829	cation-transporting ATPase activity	18	1	0.58	52	0.448	0.448	NA	NA
GO:0042626	ATPase activity, coupled to transmembran...	38	2	1.23	42	0.480	0.349	NA	NA
GO:0016740	transferase activity	352	10	11.35	78	0.500	0.742	NA	NA
GO:0000049	tRNA binding	21	1	0.68	58	0.501	0.501	NA	NA
GO:0004527	exonuclease activity	21	1	0.68	59	0.501	0.501	NA	NA
GO:0140101	catalytic activity, acting on a tRNA	47	2	1.52	54	0.515	0.454	NA	NA
GO:0003924	GTPase activity	23	1	0.74	61	0.533	0.533	NA	NA
GO:0004386	helicase activity	23	1	0.74	62	0.533	0.533	NA	NA
GO:0016765	transferase activity, transferring alkyl...	25	1	0.81	65	0.563	0.563	NA	NA
GO:0004812	aminoacyl-tRNA ligase activity	25	1	0.81	66	0.563	0.563	NA	NA
GO:0016829	lyase activity	91	3	2.94	68	0.574	0.574	NA	NA
GO:0000287	magnesium ion binding	60	2	1.94	69	0.587	0.587	NA	NA
GO:0016788	hydrolase activity, acting on ester bond...	78	4	2.52	18	0.616	0.240	NA	NA
GO:0016887	ATPase activity	98	3	3.16	71	0.667	0.626	NA	NA
GO:0005525	GTP binding	35	1	1.13	75	0.688	0.688	NA	NA
GO:0008168	methyltransferase activity	55	1	1.77	85	0.842	0.842	NA	NA
GO:0140097	catalytic activity, acting on DNA	56	1	1.81	88	0.847	0.847	NA	NA
GO:0016787	hydrolase activity	399	14	12.87	47	0.854	0.407	NA	NA
GO:0140096	catalytic activity, acting on a protein	116	2	3.74	94	0.855	0.903	NA	NA
GO:0046872	metal ion binding	269	5	8.68	102	0.874	0.957	NA	NA
GO:0005524	ATP binding	254	5	8.19	96	0.937	0.937	NA	NA
GO:0016772	transferase activity, transferring phosp...	134	2	4.32	99	0.947	0.943	NA	NA
GO:0016491	oxidoreductase activity	152	2	4.9	106	0.967	0.967	NA	NA
GO:0004518	nuclease activity	48	3	1.55	14	1.000	0.199	NA	NA
GO:0003674	molecular_function	1209	39	39	115	1.000	1.000	NA	NA
GO:0016741	transferase activity, transferring one-c...	64	1	2.06	92	1.000	0.884	NA	NA
GO:0008324	cation transmembrane transporter activit...	32	2	1.03	23	1.000	0.276	NA	NA
GO:0030554	adenyl nucleotide binding	257	5	8.29	98	1.000	0.942	NA	NA
GO:0003676	nucleic acid binding	306	12	9.87	22	1.000	0.265	NA	NA
GO:0070279	vitamin B6 binding	29	2	0.94	17	1.000	0.240	NA	NA
GO:0004175	endopeptidase activity	32	1	1.03	74	1.000	0.655	NA	NA
GO:1901265	nucleoside phosphate binding	358	6	11.55	113	1.000	0.989	NA	NA
GO:0019001	guanyl nucleotide binding	45	1	1.45	80	1.000	0.778	NA	NA
GO:0001882	nucleoside binding	57	1	1.84	89	1.000	0.853	NA	NA
GO:0001883	purine nucleoside binding	55	1	1.77	86	1.000	0.842	NA	NA
GO:0016769	transferase activity, transferring nitro...	21	2	0.68	11	1.000	0.145	NA	NA
GO:0048037	cofactor binding	165	5	5.32	73	1.000	0.634	NA	NA
GO:0016462	pyrophosphatase activity	144	6	4.65	31	1.000	0.316	NA	NA
GO:1901363	heterocyclic compound binding	616	20	19.87	63	1.000	0.548	NA	NA
GO:0034062	5'-3' RNA polymerase activity	11	1	0.35	29	1.000	0.304	NA	NA
GO:0016874	ligase activity	81	2	2.61	79	1.000	0.751	NA	NA
GO:0016875	ligase activity, forming carbon-oxygen b...	25	1	0.81	67	1.000	0.563	NA	NA
GO:0035639	purine ribonucleoside triphosphate bindi...	284	5	9.16	107	1.000	0.971	NA	NA
GO:0003723	RNA binding	116	1	3.74	111	1.000	0.982	NA	NA
GO:0016879	ligase activity, forming carbon-nitrogen...	38	1	1.23	76	1.000	0.718	NA	NA
GO:0016757	transferase activity, transferring glyco...	39	1	1.26	77	1.000	0.727	NA	NA
GO:0097159	organic cyclic compound binding	616	20	19.87	64	1.000	0.548	NA	NA
GO:0017076	purine nucleotide binding	292	5	9.42	109	1.000	0.976	NA	NA
GO:0097747	RNA polymerase activity	11	1	0.35	30	1.000	0.304	NA	NA
GO:0036094	small molecule binding	407	8	13.13	110	1.000	0.978	NA	NA
GO:0005515	protein binding	92	1	2.97	101	1.000	0.957	NA	NA
GO:0140098	catalytic activity, acting on RNA	80	4	2.58	19	1.000	0.255	NA	NA
GO:0022853	active ion transmembrane transporter act...	19	1	0.61	56	1.000	0.466	NA	NA
GO:0008233	peptidase activity	60	1	1.94	91	1.000	0.867	NA	NA
GO:0042623	ATPase activity, coupled	65	2	2.1	72	1.000	0.632	NA	NA
GO:0005215	transporter activity	72	5	2.32	5	1.000	0.077	NA	NA
GO:0042625	ATPase coupled ion transmembrane transpo...	18	1	0.58	53	1.000	0.448	NA	NA
GO:0070011	peptidase activity, acting on L-amino ac...	46	1	1.48	82	1.000	0.785	NA	NA
GO:0008237	metallopeptidase activity	14	1	0.45	44	1.000	0.370	NA	NA
GO:0000166	nucleotide binding	358	6	11.55	114	1.000	0.989	NA	NA
GO:0032561	guanyl ribonucleotide binding	45	1	1.45	81	1.000	0.778	NA	NA
GO:0016810	hydrolase activity, acting on carbon-nit...	36	2	1.16	34	1.000	0.325	NA	NA
GO:0051540	metal cluster binding	64	3	2.06	39	1.000	0.341	NA	NA
GO:0019842	vitamin binding	42	2	1.35	46	1.000	0.397	NA	NA
GO:0032549	ribonucleoside binding	57	1	1.84	90	1.000	0.853	NA	NA
GO:0016817	hydrolase activity, acting on acid anhyd...	144	6	4.65	32	1.000	0.316	NA	NA
GO:0016818	hydrolase activity, acting on acid anhyd...	144	6	4.65	33	1.000	0.316	NA	NA
GO:0046914	transition metal ion binding	79	1	2.55	95	1.000	0.931	NA	NA
GO:0016779	nucleotidyltransferase activity	49	1	1.58	83	1.000	0.806	NA	NA
GO:0008144	drug binding	304	7	9.81	93	1.000	0.896	NA	NA
GO:0032550	purine ribonucleoside binding	55	1	1.77	87	1.000	0.842	NA	NA
GO:0043492	ATPase activity, coupled to movement of ...	38	2	1.23	43	1.000	0.349	NA	NA
