qpid	cluster_GSZ	cluster_RM1sum	cluster_size	cluster_desccount	RM2	val_avg	jac_avg	desc	genename
WP_003512571.1	105.35972323	11.3555420791	15	49886	0.654269378464	0.0417460119216	5.1426544695e-06	VOC domain-containing protein	
WP_003512571.1	105.415463529	2.20122076212	3	1876	0.634388822092	0.00419363310111	5.56864536285e-07	Putative glyoxalase superfamily protein PhnB	
WP_003515426.1	190.420714485	0.621330082724	1	496	0.732313044491	0.124801423397	2.14833157592e-07	Transglutaminase-like enzyme, predicted cysteine protease	
WP_003515426.1	178.119304684	0.525176870156	1	405	0.71066268014	0.0932356865985	2.21846454106e-06	Tn3 transposase DDE domain protein	
WP_003515426.1	52.2489492774	1.04609729106	2	18655	0.691888254705	0.152808667472	4.06168955555e-06	Transglutaminase	
WP_003515426.1	50.9588081605	0.525958435923	1	4960	0.654771910258	0.0837516680435	1.46516336103e-07	Transglutaminase-like superfamily protein	
WP_003515426.1	51.5087076923	1.06264038068	2	19806	0.648340476146	0.0712016267395	6.544868714e-06	TGc domain-containing protein	
WP_003519116.1	38.1080669768	1.28496189097	2	92034	0.920034515274	0.593945720251	2.83752309704e-06	Methyl-accepting chemotaxis protein 3	
WP_003512563.1	447.003624447	0.293262726539	1	3	0.773131243677	0.00816942122793	3.23926063092e-08	Rib/alpha/Esp surface antigen-like repeat protein	
WP_003512563.1	433.371638446	0.284319312287	1	5	0.769493632233	0.0115942939735	5.24273681587e-08	Probable calcium binding hemolysin	
WP_003512563.1	237.932792664	0.898109663589	2	331	0.752110171979	0.126296110099	5.8280463606e-06	Beta-propeller domain-containing protein, methanol dehydrogenase	
WP_003512563.1	112.241064258	1.69306986308	4	5283	0.703053320173	0.128597687426	6.00671154305e-06	S-layer homology domain-containing protein (Fragment)	
WP_003512563.1	140.971068618	0.279003819588	1	91	0.65234405708	0.0112368817948	4.11406277849e-06	Di-glucose binding within endoplasmic reticulum	
WP_003512563.1	122.11628864	0.334207903043	1	174	0.646008050097	0.013510965877	3.61363298293e-05	Exopolygalacturonate lyase	
WP_003512563.1	113.837308624	0.352704279109	1	223	0.642662492967	0.0134481241752	3.18524968622e-06	Cna B-type domain-containing protein (Fragment)	
WP_003512563.1	68.7375242052	0.930453025776	3	4253	0.626953944082	0.0178470432979	7.25870053285e-08	von Willebrand factor type A	
WP_003512563.1	77.0052587007	0.871401132887	3	2973	0.625988513914	0.00978563124491	1.29371116405e-06	PE domain-containing protein	
WP_003512563.1	71.9189143968	4.44652130199	11	88486	0.618767565759	0.0	0.0	Amidohydro-rel domain-containing protein	
WP_003512563.1	47.1652171257	0.294952900831	1	908	0.613970248677	0.00963049079369	8.53081042854e-08	Macrolide transport system ATP-binding/permease protein	
WP_003512563.1	23.4078860359	0.321573917309	1	4372	0.604883641927	0.0104160120656	5.58909420712e-08	Membrane-bound lytic murein transglycosylase B	
WP_003512563.1	22.3346215222	0.284799041559	1	3767	0.604770743183	0.0110130082323	1.05715812842e-08	Protein serine/threonine phosphatase	
WP_003512563.1	28.8674479885	0.30186958539	1	2536	0.602812611442	0.00238798466663	1.86749721114e-08	Cell wall anchor protein	
WP_003512563.1	14.4439066437	0.341173341358	1	12858	0.602796823726	0.0132438886445	4.32696805992e-09	C-type cytochrome	
WP_003512563.1	20.803719635	0.27703863946	1	4107	0.602509762975	0.00790234399548	1.64017102438e-06	Apple domain-containing protein	
WP_003512563.1	17.9335609517	0.270017365301	1	5245	0.601678074933	0.00849934016213	1.33198455438e-08	Pyrrolo-quinoline quinone	
WP_003512563.1	26.8103269315	0.303394848463	1	2969	0.600724130773	0.0	0.0	Putative alpha-1,2-mannosidase	
WP_003512563.1	17.0520446621	0.296864579791	1	7006	0.599389551454	0.00484666624772	2.3871087486e-08	Carboxypeptidase regulatory-like domain-containing protein	
WP_003512563.1	4.43861167421	0.325411850606	1	115537	0.598411685581	0.0125212090743	5.10374191025e-09	FAD-dependent oxidoreductase	
WP_003512563.1	10.5147070242	0.563652588456	2	65131	0.59673714731	0.00477596933325	3.76785964572e-08	N-acetylmuramoyl-L-alanine amidase	
WP_003512610.1	2394.53168695	19.2024723432	29	342	1.60535487102	0.108561830422	0.000221305907793	CoA protein activase	
WP_003512610.1	1834.2962766	12.1934689447	19	235	1.36985234004	0.0870448636684	2.58300933546e-06	Predicted nucleotide-binding protein, sugar kinase/HSP70/actin superfamily	
WP_003512610.1	598.703504918	2.63485631527	4	103	0.829481401967	0.0	0.0	Putative nucleotide-binding protein (Sugar kinase/HSP70/actin superfamily)	
WP_003512610.1	304.435050326	3.33202939804	5	637	0.71177402013	0.0	0.0	2-hydroxyglutaryl-CoA dehydratase, D-component	
WP_003512610.1	83.4094482947	0.781751330694	1	467	0.623587303238	0.000421743205248	1.08258383182e-09	Activator of (R)-2-hydroxyglutaryl-CoA dehydratase	
WP_041740028.1	589.946248947	2.90154179908	5	512	0.978367962271	0.287527216174	1.90600674148e-06	HTH IS21-type domain-containing protein	
WP_041740028.1	62.8373156321	6.48365398059	11	224526	0.944694263168	0.621809698855	9.82611197142e-06	Transposase	
WP_003515965.1	96.1249202671	10.9059393456	22	304355	0.871211557591	0.458040206362	1.40056474591e-05	Predicted acetyltransferase	
WP_003515965.1	6.16020487073	0.497252111609	1	146936	0.592464081948	0.0	0.0	N-acetyltransferase domain-containing protein	
WP_003517359.1	998.286601604	0.835225767916	1	4	0.989314640642	0.0	0.0	NifB-domain protein	
WP_003517359.1	724.067297194	5.39131292651	8	792	0.96769201952	0.166144245495	0.000432526509587	Predicted Fe-Mo cluster-binding protein, NifX family	
WP_003517359.1	198.17166909	3.71748609858	5	5026	0.745611935614	0.144043325175	1.52817488739e-05	Dinitrogenase iron-molybdenum cofactor biosynthesis protein NifB	
WP_003517359.1	36.54186105	2.95952070936	4	93203	0.65719803033	0.0992099274336	1.21849385786e-06	diguanylate cyclase [Hungateiclostridium thermocellum]	
WP_003515967.1	8.9319512697e-08	0.562687179315	1	40065	1.11518665728	0.990917347866	2.31436226613e-05	APH domain-containing protein	
WP_003517008.1	2101.74021042	3.57759778843	5	67	1.43069608417	0.0	0.0	YicC-like domain-containing protein	
WP_003517008.1	1045.79559918	1.34064561795	2	38	1.1085399508	0.188871946834	0.00597896519327	UPF0701 protein YloC	
WP_003517008.1	746.720085518	2.67616722684	4	297	1.02403814542	0.255377504147	1.70085835742e-06	YicC-like family, N-terminal region	
WP_003517008.1	327.817097345	0.715000902705	1	110	0.721677353402	0.00103870502103	4.01339943661e-08	YicC domain protein	
WP_003513333.1	1463.92587083	11.4885801451	16	990	1.59958255664	0.79957768041	0.0118018845817	DUF370 domain-containing protein [Hungateiclostridium thermocellum]	
WP_080514932.1	504.872701834	0.644337246742	1	25	0.84286749368	0.0960722038647	7.24490323456e-06	Putative HTH-type transcriptional regulator ydeE	
WP_080514932.1	58.2331308798	3.50509940629	6	55443	0.695111633718	0.154374258125	1.22800914896e-06	HTH araC/xylS-type domain-containing protein	
WP_080514932.1	21.7253759264	2.85156234644	5	259794	0.664049631584	0.123319752334	6.23805035094e-07	AraC family transcriptional regulator	
WP_080514932.1	49.8823507196	2.09636543331	3	27040	0.639036565264	0.0548747233005	1.08135137517e-06	Aminoglycoside phosphotransferase	
WP_080514932.1	74.9448469761	0.620563827493	1	1052	0.638137228997	0.034262615893	5.18918250113e-06	Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist	
WP_080514932.1	35.083649587	1.79647682149	3	40065	0.637920495633	0.0639376343396	4.47993514151e-06	APH domain-containing protein	
WP_080514932.1	30.1233915317	2.85550042357	5	136651	0.602049356613	0.0	0.0	DNA-binding domain-containing protein, AraC-type	
WP_014522598.1	31.6044549314	0.866051235269	1	63754	0.77895205877	0.332660883599	4.24494398222e-07	Signal peptidase I	
ADU75571.1	51.3597540729	0.644945635043	1	461	0.723991403098	0.214051671874	5.7687707832e-06	Transcriptional regulator YqjI	
ADU75571.1	125.339229157	62.4435850911	92	721580	0.694280897994	0.102159263641	3.98300809436e-05	Helix-turn-helix transcriptional regulator	
ADU75571.1	96.4345224854	1.93648788289	3	1179	0.65093005774	0.0421814222178	4.74850734231e-06	Lineage-specific thermal regulator protein	
ADU75571.1	10.577227125	2.5295800998	4	157194	0.59423089085	0.0	0.0	DNA-binding protein	
WP_037322679.1	62.1765253911	0.539403657036	1	9026	1.14282368184	0.996134518748	8.88374671138e-05	Tad domain-containing protein	
WP_003516613.1	1784.20236873	2.94092765183	4	6	1.31432834646	0.020088267833	3.08508790499e-05	NikR nickel binding	
WP_003516613.1	1102.97551463	19.3777108029	27	1136	1.08866529417	0.108443393928	4.47666891973e-06	Iron-only hydrogenase system regulator	
WP_003516613.1	428.073137211	0.705602264095	1	4	0.839411217758	0.147506942599	0.000164164802932	[FeFe]-hydrogenase system regulator TM1266	
WP_003516613.1	387.022670313	27.4303150411	38	18482	0.798189876679	0.100717186218	3.499291352e-05	CopG family transcriptional regulator	
WP_049776348.1	128.233671234	2.24656945725	3	16395	1.17044749985	0.998399231631	0.000121929480761	PepSY domain-containing protein	
WP_020457866.1	124.69429678	6.30041582172	9	69346	0.925757757974	0.539395371199	2.46262963758e-05	cupin domain-containing protein [Hungateiclostridium thermocellum]	
WP_020457866.1	48.9097374333	0.638239122406	1	4625	0.609563894973	0.0	0.0	3-hydroxyanthranilate 3,4-dioxygenase	
WP_003513193.1	1593.44072069	6.15759573139	9	475	1.27322656466	0.0865098630772	2.44752208525e-06	ATP synthase F1 subunit delta	
WP_003521161.1	367.055945346	1.92161724386	3	482	0.789591682741	0.0995512166925	0.00035798778088	Making large colonies protein	GLCK
WP_003521161.1	187.974204541	7.47444465467	14	27794	0.677744312155	0.0236879752169	1.7367358775e-07	Sugar kinase	GLCK
WP_003521161.1	63.1171443705	0.617034890551	1	1680	0.616428441893	0.00222940379814	6.59261192884e-09	N-acetylglucosamine repressor	GLCK
WP_003521161.1	63.8527497131	1.73551794716	2	12976	0.616192156056	0.00122840721515	1.73221256286e-08	ROK family transcriptional regulator [Hungateiclostridium thermocellum]	GLCK
WP_003521167.1	65.3214706243	0.704655788965	1	11787	1.14283491654	0.993784959602	1.49851467113e-05	FtsX domain-containing protein	
WP_003516004.1	760.635827402	0.510026000642	1	4	0.894254330961	0.0	0.0	Virulence-related protein (Fragment)	
WP_003516004.1	572.209395978	7.01214192614	10	3340	0.843809751597	0.047029936823	6.33449241765e-06	Virulence factor	
WP_003516004.1	148.559379109	0.813577783553	1	667	0.684587574237	0.0663459675857	2.2988657335e-05	Putative amidoligase enzyme	
WP_003520703.1	2322.15590342	6.04689045703	8	148	1.74874339309	0.433735845275	5.16862846359e-05	Antitoxin Phd	
WP_003520703.1	53.3815913837	0.830164246242	1	5275	0.646406252307	0.0661388916725	1.58330138609e-07	DNA glycosylase	
WP_003516026.1	1077.13320651	18.7781182489	24	809	1.11845608852	0.184152343798	0.000103185016711	Phage head-tail joining protein	
WP_003516026.1	775.768568767	18.0500910279	24	1441	0.992814770545	0.174540982591	3.1113260475e-05	Phage head-tail adapter protein	
WP_003516026.1	572.040508957	26.9196619536	36	5894	0.90333779573	0.159473265268	3.80777529078e-05	Bacteriophage head-tail adaptor	
WP_003516026.1	99.5777047709	1.48276635279	2	590	0.686056306675	0.106084722125	1.61019957e-05	SPP1 family predicted phage head-tail adaptor	
WP_003516026.1	89.6732115634	0.743602904423	1	183	0.629493916812	0.00683881754639	2.94435665134e-06	tRNA (Adenine37-N(6))-methyltransferase TrmN6	
WP_003519558.1	921.032673083	31.5866236229	52	7298	1.14233299995	0.34701230181	0.000170538035961	copper amine oxidase N-terminal domain-containing protein [Hungateiclostridium thermocellum]	
WP_003519558.1	303.64352881	0.385459657577	1	6	0.712245668602	0.00148727721381	7.73640017854e-09	Putative SCP-like extracellular protease	
WP_003519558.1	37.5937054838	0.350504981688	1	539	0.605817648613	0.00147200742722	1.24157171662e-07	SH3b domain-containing protein (Fragment)	
WP_003519558.1	15.9466376197	0.452119898779	1	4960	0.598036098873	0.00312725229352	5.47085877597e-09	Transglutaminase-like superfamily protein	
WP_003519558.1	15.1815005052	0.436883057349	1	5108	0.597621607872	0.00292263715322	4.9891381926e-07	BIG2 domain-containing protein	
WP_003519558.1	11.7348688302	1.20062785048	3	63223	0.594693947532	0.0	0.0	Ig-like domain-containing protein	
WP_003519558.1	3.30067525585	0.414528815234	1	87493	0.592100434207	0.00147200742722	8.42561662296e-09	Peptidylprolyl isomerase	
WP_003512036.1	1234.57655153	46.6018510401	72	5037	1.08383062061	0.0	0.0	Zinc-binding domain-containing protein	
WP_003512036.1	606.973232374	3.8603919007	6	143	0.905319467221	0.136849383114	6.10402046225e-08	CxxC-x17-CxxC domain	
WP_003512036.1	123.857752813	4.33894725892	6	4335	0.735551151699	0.181147194962	1.86219148157e-06	Zinc finger domain	
WP_003512036.1	305.41927405	2.17332759055	3	179	0.71216770962	0.0	0.0	Probable zinc-ribbon domain-containing protein	
WP_003512036.1	6.10810696924	0.622668890936	1	34995	0.610886194129	0.0347980184462	7.82590879635e-08	Nucleoside diphosphate kinase	
WP_003515673.1	1678.21813178	31.0098788679	46	1047	1.3129059259	0.0973634874838	0.000801241060207	AIR synthase	HYPE
WP_003515673.1	357.045350556	0.644762127799	1	7	0.78186286364	0.0925294972266	0.000204494380635	Putative hydrogenase expression/formation protein MJ0676	HYPE
WP_003515673.1	326.405881711	30.8638152311	47	27400	0.747098871021	0.050067096112	4.78698689494e-05	Hydrogenase isoenzymes formation protein HypE	HYPE
WP_003515673.1	31.2112180614	2.78185406073	4	24160	0.605845729199	0.00634196573418	6.77863524895e-09	Thiamine-monophosphate kinase	HYPE
WP_003514254.1	311.887195509	3.7815643134	7	6866	0.979432267467	0.49938408475	0.000191217270936	YbhB/YbcL family Raf kinase inhibitor-like protein	
WP_003516587.1	1335.37360455	14.7191211114	20	1487	1.27116494827	0.277386191149	4.12571044109e-05	spore coat protein [Hungateiclostridium thermocellum]	
WP_003519441.1	814.351852646	2.07476275507	3	169	0.985516350045	0.13164629902	0.000153525301332	Intracellular proteinase inhibitor Ipi	
WP_003519441.1	252.374580996	2.89896531282	4	3435	0.840248028482	0.281684221586	0.000277932137727	SLH domain-containing protein	
WP_003519441.1	288.843343096	0.423614456024	1	56	0.708123230398	0.00487904179034	5.05201734255e-08	Immunoglobulin-like protein involved in spore germination	
WP_003519441.1	186.598210577	1.05676773117	2	835	0.69061160769	0.049000551601	0.000101555547359	BsuPI domain-containing protein	
WP_003512438.1	616.236409903	1.67125537325	2	704	0.934560956289	0.185030838473	2.39683547062e-06	Spore coat protein F	
WP_003514693.1	154.214335016	70.0830426706	100	559191	0.738896448954	0.16453400892	0.00038451102593	RNA polymerase-binding transcription factor CarD	CARD
WP_003513564.1	1915.72040817	11.6684133072	19	344	1.41175124193	0.104611813083	0.000940886493817	Flagellar operon protein YvyF	
WP_003513564.1	99.019857751	9.43415913378	14	83978	0.711727718726	0.154942751863	5.85688092684e-06	Regulatory protein, MerR	
WP_003515490.1	1422.9462653	0.646455650485	1	14	1.26325022362	0.196361730798	9.06546091751e-09	DinB-like domain containing protein	
WP_003515490.1	838.301029552	1.50972669973	2	220	0.92999318692	0.00881654653177	2.71884965781e-07	DinB family protein [Hungateiclostridium thermocellum]	
WP_003515490.1	231.627239804	0.609071445277	1	469	0.761607340419	0.148974397365	6.94679066729e-07	Phage head-tail adaptor	
WP_003517637.1	253.909194215	4.75564007039	8	12868	0.820002026502	0.242334925409	4.1917461586e-05	Twitching motility protein PilT	
WP_003519030.1	988.679894557	6.79176810277	11	1463	1.10110845046	0.218175022682	0.000186530921842	Spore coat associated protein CotJA	
WP_003518067.1	1763.49291429	1.79094537317	2	30	1.32127429157	0.0488171941871	0.000200646596732	GerMN domain-containing protein [Hungateiclostridium thermocellum]	
WP_003518067.1	66.132872606	1.51719039959	2	15297	0.693183503605	0.144774177366	2.02792409849e-06	Sporulation protein	
WP_003518067.1	129.553218279	2.70963260471	4	12720	0.674598226238	0.0618422027735	2.85728181122e-05	Spore germination protein GerM	
WP_003511583.1	1424.7728523	35.3519773731	51	3277	1.21584418151	0.105536955279	2.27146062875e-05	Hybrid cluster protein-associated redox disulfide domain	HCP
WP_003511583.1	26.6455432592	1.08353191331	2	8764	0.600958655981	0.00056686340066	5.3755093794e-08	Hydroxylamine reductase	HCP
WP_003516186.1	1114.28763925	2.56539661209	3	215	1.13671024725	0.190556900726	1.70845791739e-06	Sodium pump decarboxylase gamma subunit	
WP_003516186.1	193.591950682	0.532599438569	1	307	0.712643706912	0.0852960598723	7.45362726545e-07	Oxaloacetate decarboxylase, gamma chain	
WP_003516556.1	21.439119977	0.605537704678	1	89388	0.775095843066	0.333056960451	3.01790019986e-07	AAA domain containing protein	
WP_003516588.1	7.61989896262e-14	0.854102368943	1	37	0.766208644903	0.33244111349	0.000742737642857	No significant homology	
WP_003511659.1	471.896827961	17.3705004838	28	13887	0.862390017836	0.157792491952	6.32958720668e-05	Molecular chaperone (Small heat shock protein)	
WP_003511659.1	161.230088776	1.17787658143	2	547	0.659547409628	0.0095384130652	7.59675770361e-07	Alpha crystallin family heat shock protein	
WP_003511659.1	54.1582823555	2.30134397728	4	18465	0.629123974714	0.0329443890143	6.77972712134e-06	SHSP domain-containing protein	
WP_003514104.1	113.989051327	0.579155804763	1	2978	0.7413838749	0.1996003996	2.12908223107e-06	PTS fructose transporter subunit IIBC	
WP_003513834.1	51.1202942079	0.625092580371	1	461	0.724115548868	0.214466633952	5.75950562705e-06	Transcriptional regulator YqjI	
WP_003513834.1	125.34846157	60.8092580758	92	721580	0.694733489296	0.103006238803	3.9905130011e-05	Helix-turn-helix transcriptional regulator	
WP_003513834.1	96.2947271727	1.88293376986	3	1179	0.651081662148	0.0425729750628	4.7247779076e-06	Lineage-specific thermal regulator protein	
WP_003513834.1	10.5799739695	2.46381245949	4	157194	0.594231989588	0.0	0.0	DNA-binding protein	
ADU74051.1	1209.92362835	5.14229618303	7	92	1.13319258509	0.111741727291	9.14341169764e-07	Vacuolar-type H+-ATPase subunit H	
ADU74051.1	176.80171069	27.6188254753	40	124094	0.958074377962	0.56104396071	1.97254981558e-05	ATPase	
ADU74051.1	486.406094338	2.63969923283	4	150	0.811848581842	0.0514832847397	1.59753975647e-07	Glycyl-tRNA synthetase beta chain	
ADU74051.1	44.3671512838	0.847222316744	1	1855	0.618515041616	0.0203173210292	4.78651173054e-08	Cell division initiation protein	
WP_003511931.1	240.649399828	0.773366111393	1	307	0.740688289681	0.102695333987	1.36832241629e-07	Pimeloyl-CoA synthetase	
WP_003511931.1	327.409776676	0.829920505302	1	191	0.726294019379	0.0100566809366	3.39061959353e-06	Biotin synthesis protein BioH	
WP_003511931.1	77.5411993567	1.52144673203	2	11438	0.656081127815	0.0661596473187	1.74965348739e-06	Carboxylesterase	
WP_003511931.1	19.9167670046	2.13126403298	3	336532	0.621729014969	0.0448345410918	6.94190985922e-08	alpha/beta fold hydrolase [Hungateiclostridium thermocellum]	
WP_003511931.1	53.1314570694	0.640009664172	1	4311	0.614323507432	0.00579419623736	2.99168523849e-08	Pimeloyl-[acyl-carrier protein] methyl ester esterase	
WP_003511954.1	444.107808667	0.602958747285	1	4	0.808167449762	0.0764605845881	1.08231565803e-05	Strongly similar to small heat shock protein	HSPA
WP_003511954.1	380.526836302	17.3994666993	28	11339	0.783970257343	0.0787902163232	3.54085496504e-05	Small heat shock protein HspA	HSPA
WP_003511954.1	340.061859976	4.33870692614	7	883	0.751646130073	0.0483355476823	0.00017729053529	Spore protein SP21	HSPA
WP_003511954.1	316.718988504	0.430005646158	1	2	0.719037935345	0.00443460289342	2.04877537387e-08	Receptor lectin kinase	HSPA
WP_003511954.1	143.659632568	8.22163156326	14	17748	0.669391412233	0.0413726279626	3.31930413649e-06	Molecular chaperone (Small heat shock protein)	HSPA
WP_003511954.1	126.21005225	7.55820191786	13	19429	0.668364101571	0.0526025981695	3.51820639092e-05	SHSP domain-containing protein (Fragment)	HSPA
WP_003511954.1	152.578401362	1.50397302556	2	527	0.651110162852	0.000148683124768	1.25768165089e-08	Hsp20/alpha crystallin family protein [Hungateiclostridium thermocellum]	HSPA
WP_080514909.1	35.053379625	0.531138615743	1	27737	1.12203049015	0.977375565611	4.42647967686e-06	Formamidopyrimidine-DNA glycosylase	
WP_003519067.1	690.755133185	13.0724420337	20	2409	0.911863063256	0.0859639842249	4.91715887788e-06	Thioredoxin-like ferredoxin	
WP_003519067.1	180.831481041	11.8850794097	18	29032	0.707965617278	0.086100009161	1.00030412105e-06	NADH dehydrogenase subunit E	
WP_003519067.1	132.26066648	0.6470945344	1	161	0.646744040551	0.00724485262662	1.03356742863e-07	Respiratory-chain NADH dehydrogenase 24 Kd subunit	
WP_003519067.1	64.4536259387	3.40036721186	5	18679	0.644597124358	0.0543691885231	2.03281016896e-07	NADH-quinone oxidoreductase subunit F	
WP_003519067.1	18.712555453	0.846284930118	1	13661	0.602476138111	0.00941719776665	5.56631188105e-08	Hydrogenase	
WP_003517913.1	1349.16712778	43.4704159413	67	3485	1.29629944709	0.314397413002	9.8354243437e-05	Sporulation protein YlmC/YmxH family	
WP_003517913.1	316.502606769	13.57442475	21	6173	0.782671509586	0.124655893361	0.000142169866973	PRC domain-containing protein	
WP_003517913.1	404.274734983	2.15061894324	3	95	0.771330061548	0.0370191611564	6.07095210977e-07	Photosystem reaction center protein H	
WP_003517913.1	48.8254840038	1.52646112181	2	3275	0.615284757065	0.0108576668758	9.76681738996e-10	PRC-barrel domain protein	
WP_003518957.1	616.924736659	25.7049325838	34	4423	0.836769894664	0.0	0.0	GyrI-like domain-containing protein	
WP_003518957.1	91.6274502073	43.4506266444	58	567619	0.740100365907	0.214055359358	2.2682060104e-06	Transcriptional regulator	
WP_003518957.1	63.9417231754	0.761270130603	1	361	0.6170358246	0.00275308452458	2.6607370001e-08	GyrI-like small molecule binding domain protein	
WP_003518454.1	263.80345142	2.9496029672	4	4918	1.22537813605	0.99972796518	4.66966212892e-05	S-layer homology domain-containing protein [Hungateiclostridium thermocellum]	
WP_003518454.1	277.867382975	1.51145770734	2	1164	0.70114695319	0.0	0.0	S-layer domain-containing protein	
WP_003514776.1	28.0259847595	2.51995630741	3	278286	0.739043696562	0.260062831337	1.02496668292e-07	transporter substrate-binding domain-containing protein [Hungateiclostridium thermocellum]	
WP_003514776.1	104.640419025	0.881587417846	1	2457	0.712623166058	0.15239053603	7.17627218104e-07	Extracellular solute-binding protein family 3	
WP_003514776.1	59.8501942541	1.37812784962	2	18342	0.706609786765	0.174847830355	1.79487584412e-05	PBPb domain-containing protein	
WP_003512863.1	857.485736224	11.4469031925	16	2645	1.12550106346	0.363175320211	0.0011924628672	sporulation protein YabP [Hungateiclostridium thermocellum]	YABP
WP_003512863.1	483.75981314	0.842328413484	1	45	0.807647516885	0.0455521106606	4.86489538081e-05	Forespore shell protein	YABP
WP_003516528.1	573.321617536	36.1399901566	50	12788	0.891013439087	0.135247336059	0.000185198089511	Amino acid-binding ACT	
WP_003516528.1	309.224800666	13.4059533153	19	6048	0.752855931088	0.0738980395156	2.4939003271e-06	Amino acid-binding protein	
WP_003516528.1	65.0602795172	8.09573672047	11	49598	0.646641213298	0.0577680044667	2.95617222092e-06	Acetolactate synthase 3 regulatory subunit	
WP_003516105.1	745.880399013	0.426024105181	1	14	0.9044852195	0.0304397318605	1.00420066898e-07	Leucine rich repeat 5	
WP_003516105.1	411.192690627	4.75117450048	11	5729	0.864558078725	0.207699172253	2.20589880272e-05	copper amine oxidase N-terminal domain-containing protein [Hungateiclostridium thermocellum]	
WP_003516105.1	85.7379825547	0.405772984147	1	961	0.636908920945	0.0237994856444	2.65977591802e-08	Outer membrane efflux family protein	
WP_003516105.1	30.8654773513	0.433890814044	1	8465	0.602346190941	0.0	0.0	TNase-like domain-containing protein	
WP_003520661.1	416.738661148	6.0336107453	10	6725	0.911698752856	0.292458148033	2.34969537444e-05	copper amine oxidase N-terminal domain-containing protein [Hungateiclostridium thermocellum]	
WP_003520661.1	655.944840248	0.366203933281	1	6	0.85669414287	0.00814378381441	6.74484281387e-08	Anion ABC transporter, anion-binding protein	
WP_003519055.1	632.625848099	9.71464203175	14	2404	0.890961092625	0.0903975113117	3.61953032431e-06	(2Fe-2S) ferredoxin domain-containing protein	
WP_003519055.1	156.689767195	8.31502484095	12	28689	0.711863073885	0.111673860158	1.05618877662e-06	NADH dehydrogenase subunit E	
WP_003519055.1	194.214603897	0.771807022607	1	161	0.67517412954	0.0141288385103	1.78542959929e-07	Respiratory-chain NADH dehydrogenase 24 Kd subunit	
WP_003518865.1	4.68103390069e-14	0.771429761835	1	29	0.612066260041	0.0416337857744	1.7679032742e-05	Sporulation protein YhbH (Fragment)	
WP_003518577.1	458.658276054	7.76609778871	16	10190	0.930443025544	0.29618753178	1.61639369003e-05	Uracil permease	
WP_003513139.1	1306.27043336	20.163578399	29	2270	1.17992579648	0.127150275884	0.001398845979	DUF951 domain-containing protein	
WP_003512612.1	1275.53115579	36.552157593	51	2125	1.19114885295	0.171573751823	0.000115108353033	CoA-substrate-specific enzyme activase	
