qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank
WP_003514110.1	MF	0016787	hydrolase activity	2.26614932456	0.523280229791	1
WP_003513016.1	MF	0008080	N-acetyltransferase activity	6.60523498092	0.677873462765	1
WP_003513378.1	MF	0016829	lyase activity	4.72865451634	0.620444219764	1
WP_003512352.1	MF	0051536	iron-sulfur cluster binding	5.4217483824	0.642793090755	1
WP_003512352.1	CC	0016021	integral component of membrane	0.785734551724	0.433407703668	1
WP_003512352.1	MF	0003824	catalytic activity	0.623275237726	0.419332180333	4
WP_003516905.1	CC	0016021	integral component of membrane	0.766500497148	0.431822620495	1
WP_003516905.1	CC	0005886	plasma membrane	0.016886281607	0.32356833725	5
WP_003512627.1	MF	0004842	ubiquitin-protein transferase activity	8.58002832643	0.730015271778	1
WP_003512627.1	BP	0016567	protein ubiquitination	8.12599106633	0.718608920768	1
WP_003512627.1	MF	0016874	ligase activity	4.80772043854	0.623072992439	3
ADU74127.1	BP	0016539	intein-mediated protein splicing	11.9994491228	0.807676009203	1
ADU74127.1	CC	0016021	integral component of membrane	0.783732150927	0.433243596835	1
WP_003511671.1	CC	0016021	integral component of membrane	0.781926526347	0.43309543696	1
WP_003521255.1	MF	0005221	intracellular cyclic nucleotide activated cation channel activity	15.2545193143	0.852330844655	1
WP_003521255.1	BP	0007601	visual perception	10.8211057301	0.782341921267	1
WP_003521255.1	CC	0016021	integral component of membrane	0.770918650791	0.43218846517	1
WP_003521255.1	BP	0098655	cation transmembrane transport	4.44655076193	0.610881004597	7
WP_003515182.1	BP	0006629	lipid metabolic process	4.88819609951	0.625726531448	1
WP_003515182.1	CC	0016021	integral component of membrane	0.774649425376	0.432496575937	1
WP_003515425.1	CC	0016021	integral component of membrane	0.784876774115	0.433337430104	1
WP_037295987.1	BP	0015074	DNA integration	6.84873036469	0.684689547525	1
WP_037295987.1	MF	0003677	DNA binding	3.06538525564	0.558919668712	1
WP_037295987.1	CC	0016021	integral component of membrane	0.776916628531	0.432683453446	1
WP_037295987.1	BP	0006310	DNA recombination	5.72108153298	0.652000720994	2
WP_003513859.1	BP	0042147	retrograde transport, endosome to Golgi	11.6862203378	0.801067858378	1
WP_003513859.1	CC	0005829	cytosol	6.80008019125	0.683337508278	1
WP_014522652.1	CC	0016021	integral component of membrane	0.781446304739	0.433056003758	1
ADU74637.1	MF	0016301	kinase activity	4.23177303661	0.603394894837	1
ADU74637.1	BP	0016310	phosphorylation	3.49265356069	0.576059088159	1
WP_003512057.1	MF	0030674	protein-macromolecule adaptor activity	10.8120589128	0.782142216967	1
WP_003512057.1	BP	0045808	negative regulation of establishment of competence for transformation	4.31053086378	0.606161597259	1
WP_003512057.1	BP	0042174	negative regulation of sporulation resulting in formation of a cellular spore	3.85239501591	0.589691575694	6
WP_003512057.1	BP	0030420	establishment of competence for transformation	3.39473567057	0.572228218945	10
WP_003512057.1	BP	0030435	sporulation resulting in formation of a cellular spore	3.05995017082	0.558694196488	13
WP_003519284.1	CC	0016021	integral component of membrane	0.78667299084	0.433484541513	1
WP_003519228.1	CC	0016021	integral component of membrane	0.786419124859	0.43346375991	1
ADU74532.1	MF	0008168	methyltransferase activity	5.1908127505	0.635514317785	1
ADU74532.1	BP	0032259	methylation	5.06567689943	0.631502491878	1
WP_003517312.1	CC	0016021	integral component of membrane	0.785237384688	0.433366977857	1
ADU75379.1	BP	0000160	phosphorelay signal transduction system	5.0294878577	0.630333066017	1
ADU75379.1	MF	0003677	DNA binding	3.0411346144	0.557912090392	1
ADU75379.1	BP	0006355	regulation of transcription, DNA-templated	3.48292085493	0.575680736772	7
WP_003520597.1	MF	0004803	transposase activity	8.26332153149	0.72209182836	1
WP_003520597.1	BP	0006313	transposition, DNA-mediated	7.7923187974	0.710021809058	1
WP_003520597.1	MF	0003677	DNA binding	3.10139266224	0.560408399458	3
WP_041740123.1	CC	0016021	integral component of membrane	0.784411278604	0.433299278238	1
WP_003519196.1	BP	0045913	positive regulation of carbohydrate metabolic process	12.2767143377	0.813453829913	1
WP_003519196.1	MF	0003700	DNA-binding transcription factor activity	4.02833256822	0.596126657444	1
WP_003519196.1	BP	0045893	positive regulation of transcription, DNA-templated	7.18737124686	0.693970645557	3
WP_003519196.1	MF	0003677	DNA binding	3.1084113983	0.560697581721	3
WP_003519196.1	MF	0005524	ATP binding	2.57359741149	0.537636165441	4
WP_003519196.1	BP	0005975	carbohydrate metabolic process	3.6574986127	0.5823890159	18
WP_003519196.1	MF	0016301	kinase activity	0.587832593655	0.416025190704	21
WP_003519196.1	BP	0016310	phosphorylation	0.485162031035	0.405836988816	39
WP_003519196.1	BP	0000160	phosphorelay signal transduction system	0.0583287983643	0.339767768521	45
WP_003519006.1	MF	0004803	transposase activity	8.28007185159	0.72251465514	1
WP_003519006.1	BP	0006313	transposition, DNA-mediated	7.80811436262	0.710432408653	1
WP_003519006.1	MF	0003677	DNA binding	3.1076793981	0.560667437494	3
ADU73591.1	MF	0030248	cellulose binding	12.6920227595	0.821987563662	1
ADU73591.1	BP	0000272	polysaccharide catabolic process	8.61845502482	0.730966620821	1
ADU73591.1	CC	0016021	integral component of membrane	0.779607581722	0.432904905638	1
ADU73591.1	MF	0008810	cellulase activity	11.7498660869	0.802417687755	2
WP_003513496.1	CC	0016021	integral component of membrane	0.78570334182	0.433405147464	1
WP_003516570.1	CC	0016021	integral component of membrane	0.775186937398	0.43254090585	1
